IdTicket;DateTicket;Agent;Duree_Traitement_Sec;Resolu;Note_Satisfaction_Client;CoutFacturation;Canal;Motif;Traite;Reprise_Appel;Conforme;NPS;Motif_Reclamation
TCK21128;18/05/2023;AG004;306;Non;3,5;28,96;Chat;Demande d'information;Oui;Non;Oui;7;Facturation incorrecte
TCK21129;31/08/2023;AG008;480;Non;4;27,01;Réseaux Sociaux;Panne compteur;Oui;Oui;Non;;Non Renseigné
TCK21130;02/08/2023;AG005;360;Oui;3,5;34,81;Email;Litige paiement;Oui;Oui;Oui;9;Non Renseigné
TCK21131;03/06/2023;AG006;300;Oui;2;51,24;Téléphone;Déménagement;Oui;Oui;Oui;8;Non Renseigné
TCK21132;17/11/2023;AG001;174;Oui;5;13,08;Email;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK21133;15/01/2023;AG006;246;Non;4;12,57;Email;Résiliation;Non;Non;Oui;10;Non Renseigné
TCK21134;25/10/2023;AG002;102;Non;2,5;45,9;Réseaux Sociaux;Réclamation;Oui;Non;Oui;0;Délai de traitement
TCK21135;08/02/2023;AG005;150;Oui;4,5;47,14;Chat;Facturation;Non;Non;Oui;10;Non Renseigné
TCK21136;02/02/2023;AG007;312;Non;;17,23;Réseaux Sociaux;Résiliation;Non;Non;Non;0;Non Renseigné
TCK21137;05/04/2023;AG004;84;Oui;;16,7;Réseaux Sociaux;Déménagement;Non;Non;Oui;3;Non Renseigné
TCK21138;05/02/2023;AG004;234;Oui;2;;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;9;Non Renseigné
TCK21139;22/10/2023;AG007;138;Oui;4;27,78;Email;Facturation;Oui;Non;Oui;9;Délai de traitement
TCK21140;27/09/2023;AG006;276;Oui;;16,39;Chat;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK21141;17/04/2023;AG004;426;Non;1;46,95;Chat;Changement d'offre;Oui;Non;Oui;4;Erreur technique
TCK21142;01/04/2023;AG006;108;Non;;28,77;Email;Litige paiement;Oui;Non;Oui;5;Non Renseigné
TCK21143;10/03/2023;AG001;198;Non;4,5;34,89;Chat;Panne compteur;Oui;Non;Oui;7;Non Renseigné
TCK21144;20/01/2023;AG005;138;Non;4,5;29,93;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;8;Non Renseigné
TCK21145;08/08/2023;AG003;192;Non;4,5;10,96;Réseaux Sociaux;Relevé compteur;Non;Oui;Oui;;Non Renseigné
TCK21146;01/01/2023;AG002;204;Non;4,5;12,2;Téléphone;Demande d'information;Oui;Non;Oui;5;Facturation incorrecte
TCK21147;30/01/2023;AG001;324;Oui;;42,68;Chat;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21148;10/06/2023;AG007;342;Oui;;34,68;Réseaux Sociaux;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK21149;02/04/2023;AG001;330;Oui;2,5;;Réseaux Sociaux;Souscription contrat;Oui;Oui;Oui;9;Non Renseigné
TCK21150;22/01/2023;AG005;342;Non;3,5;44,99;Email;Réclamation;Oui;Non;Oui;9;Non Renseigné
TCK21151;19/04/2023;AG005;180;Oui;3,5;22,31;Email;Facturation;Non;Non;Oui;8;Non Renseigné
TCK21152;16/08/2023;AG008;312;Oui;4,5;46,12;Chat;Résiliation;Oui;Non;Oui;;Non Renseigné
TCK21153;15/06/2023;AG006;288;Oui;2,5;19,52;Réseaux Sociaux;Facturation;Oui;Non;Oui;4;Comportement agent
TCK21154;20/09/2023;AG005;186;Oui;5;29,48;Chat;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK21155;13/12/2023;AG007;258;Oui;;47,08;Réseaux Sociaux;Déménagement;Oui;Oui;Non Renseigné;5;Non Renseigné
TCK21156;08/08/2023;AG004;102;Oui;4;39,77;Téléphone;Demande d'information;Non;Non;Oui;9;Non Renseigné
TCK21157;11/05/2023;AG008;156;Non;;53,61;Chat;Relevé compteur;Non;Non;Oui;10;Non Renseigné
TCK21158;16/01/2023;AG003;258;Non;3,5;17,91;Téléphone;Panne compteur;Oui;Oui;Non;7;Non Renseigné
TCK21159;22/10/2023;AG004;216;Non;4;44,77;Téléphone;Panne compteur;Oui;Non;Oui;3;Non Renseigné
TCK21160;20/11/2023;AG005;306;Non;4;24,31;Téléphone;Résiliation;Oui;Non;Oui;;Non Renseigné
TCK21161;05/03/2023;AG007;192;Non;2;19,95;Réseaux Sociaux;Résiliation;Oui;Non;Oui;9;Non Renseigné
TCK21162;24/04/2023;AG004;228;Oui;5;34,18;Téléphone;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK21163;05/10/2023;AG008;264;Non;5;35,05;Téléphone;Facturation;Oui;Non;Oui;10;Non Renseigné
TCK21164;22/09/2023;AG002;180;Oui;4,5;28,82;Téléphone;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK21165;15/02/2023;AG007;228;Oui;4,5;43,61;Téléphone;Panne compteur;Non;Non;Non;3;Non Renseigné
TCK21166;18/05/2023;AG001;288;Oui;;39,49;Réseaux Sociaux;Déménagement;Oui;Non;Oui;4;Non Renseigné
TCK21167;20/04/2023;AG008;432;Non;2,5;;Chat;Résiliation;Oui;Non;Oui;0;Non Renseigné
TCK21168;26/04/2023;AG001;198;Non;;18,09;Réseaux Sociaux;Litige paiement;Non;Oui;Oui;8;Non Renseigné
TCK21169;06/07/2023;AG006;174;Oui;5;22,46;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;8;Non Renseigné
TCK21170;11/09/2023;AG008;282;Oui;2,5;38,13;Téléphone;Facturation;Oui;Oui;Non;8;Non Renseigné
TCK21171;22/02/2023;AG004;102;Oui;4,5;57,25;Téléphone;Déménagement;Oui;Non;Oui;9;Non Renseigné
TCK21172;16/02/2023;AG008;330;Non;;;Email;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21173;12/05/2023;AG004;144;Oui;4,5;50,86;Téléphone;Facturation;Oui;Oui;Oui;1;Non Renseigné
TCK21174;25/08/2023;AG007;96;Oui;4;23,13;Chat;Déménagement;Oui;Non;Oui;8;Non Renseigné
TCK21175;15/09/2023;AG005;312;Oui;2,5;11,96;Email;Changement d'offre;Oui;Non;Non Renseigné;;Non Renseigné
TCK21176;29/01/2023;AG005;384;Non;4,5;12,38;Téléphone;Résiliation;Non;Non;Oui;10;Non Renseigné
TCK21177;29/10/2023;AG002;180;Non;3,5;20,96;Email;Changement d'offre;Oui;Oui;Oui;4;Non Renseigné
TCK21178;03/05/2023;AG004;372;Non;2,5;32,77;Téléphone;Résiliation;Non;Non;Non;5;Non Renseigné
TCK21179;12/09/2023;AG001;348;Oui;5;44,9;Chat;Réclamation;Non;Non;Non;7;Non Renseigné
TCK21180;10/08/2023;AG006;150;Oui;2,5;;Chat;Souscription contrat;Non;Non;Non Renseigné;5;Non Renseigné
TCK21181;27/10/2023;AG006;228;Oui;3;29,91;Téléphone;Litige paiement;Non;Non;Oui;6;Non Renseigné
TCK21182;10/07/2023;AG002;336;Oui;4,5;13,44;Email;Demande d'information;Oui;Non;Non;0;Non Renseigné
TCK21183;25/07/2023;AG002;282;Oui;2,5;35,37;Email;Souscription contrat;Oui;Non;Non;10;Non Renseigné
TCK21184;23/05/2023;AG003;282;Non;4,5;11,2;Chat;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK21185;25/11/2023;AG004;48;Oui;4;25,65;Téléphone;Changement d'offre;Non;Non;Oui;5;Non Renseigné
TCK21186;04/08/2023;AG007;294;Oui;5;32,53;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;3;Non Renseigné
TCK21187;17/02/2023;AG005;408;Non;1,5;24,28;Email;Déménagement;Oui;Non;Non Renseigné;;Non Renseigné
TCK21188;16/07/2023;AG005;174;Oui;1;51,78;Chat;Réclamation;Oui;Oui;Oui;;Non Renseigné
TCK21189;07/12/2023;AG005;108;Non;;58,36;Téléphone;Relevé compteur;Oui;Non;Oui;5;Non Renseigné
TCK21190;30/10/2023;AG007;48;Oui;5;52,33;Téléphone;Litige paiement;Non;Oui;Non;5;Non Renseigné
TCK21191;20/06/2023;AG008;144;Oui;;31,35;Réseaux Sociaux;Panne compteur;Non;Non;Oui;10;Non Renseigné
TCK21192;09/08/2023;AG008;108;Oui;3;47,18;Email;Facturation;Non;Non;Non Renseigné;6;Non Renseigné
TCK21193;28/08/2023;AG005;300;Oui;;36,6;Chat;Panne compteur;Oui;Non;Oui;10;Non Renseigné
TCK21194;06/10/2023;AG002;330;Oui;;20,75;Téléphone;Changement d'offre;Non;Non;Non Renseigné;8;Non Renseigné
TCK21195;11/11/2023;AG007;336;Non;4,5;45,78;Réseaux Sociaux;Déménagement;Oui;Non;Oui;;Non Renseigné
TCK21196;28/05/2023;AG003;210;Non;4,5;18,63;Réseaux Sociaux;Déménagement;Oui;Non;Non Renseigné;;Non Renseigné
TCK21197;30/06/2023;AG008;390;Oui;4;10,13;Chat;Panne compteur;Non;Oui;Oui;4;Non Renseigné
TCK21198;16/08/2023;AG004;48;Oui;3;37,75;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21199;05/08/2023;AG003;198;Oui;1,5;19,4;Téléphone;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK21200;04/07/2023;AG004;222;Non;3;21,32;Téléphone;Relevé compteur;Non;Non;Non Renseigné;;Non Renseigné
TCK21201;23/10/2023;AG008;336;Non;1,5;34,04;Email;Changement d'offre;Oui;Non;Non;4;Non Renseigné
TCK21202;27/12/2023;AG004;108;Oui;4,5;23,59;Chat;Litige paiement;Oui;Non;Non;;Non Renseigné
TCK21203;07/09/2023;AG003;270;Oui;4,5;18,49;Téléphone;Déménagement;Oui;Non;Non Renseigné;5;Non Renseigné
TCK21204;15/01/2023;AG001;372;Oui;4,5;;Téléphone;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK21205;15/10/2023;AG008;354;Non;2;33,12;Chat;Souscription contrat;Oui;Non;Oui;2;Non Renseigné
TCK21206;15/03/2023;AG002;378;Oui;;16,91;Chat;Facturation;Oui;Non;Non Renseigné;;Non Renseigné
TCK21207;17/03/2023;AG008;366;Oui;4,5;58,31;Téléphone;Panne compteur;Oui;Non;Oui;9;Non Renseigné
TCK21208;05/10/2023;AG004;216;Oui;2,5;19,31;Téléphone;Litige paiement;Non;Non;Oui;;Non Renseigné
TCK21209;23/07/2023;AG006;330;Oui;;16,28;Téléphone;Réclamation;Non;Non;Oui;3;Non Renseigné
TCK21210;03/10/2023;AG007;312;Oui;4;33,48;Chat;Changement d'offre;Oui;Non;Non Renseigné;;Non Renseigné
TCK21211;18/07/2023;AG006;204;Oui;;49,15;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;4;Non Renseigné
TCK21212;21/02/2023;AG003;336;Oui;;44,32;Téléphone;Panne compteur;Non;Oui;Oui;1;Facturation incorrecte
TCK21213;24/07/2023;AG003;426;Non;2,5;10,92;Réseaux Sociaux;Souscription contrat;Oui;Oui;Oui;8;Non Renseigné
TCK21214;30/10/2023;AG003;384;Oui;3,5;10,47;Chat;Facturation;Oui;Non;Non;8;Délai de traitement
TCK21215;21/07/2023;AG002;120;Non;3,5;11,65;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;5;Non Renseigné
TCK21216;25/01/2023;AG005;318;Oui;1;23,27;Chat;Demande d'information;Non;Oui;Oui;;Non Renseigné
TCK21217;24/12/2023;AG003;360;Oui;;44,4;Téléphone;Changement d'offre;Oui;Non;Non Renseigné;;Non Renseigné
TCK21218;31/10/2023;AG001;198;Non;4,5;11,8;Téléphone;Réclamation;Non;Non;Non;7;Non Renseigné
TCK21219;30/01/2023;AG007;378;Oui;4,5;56,64;Email;Demande d'information;Non;Non;Non;;Non Renseigné
TCK21220;15/01/2023;AG005;186;Oui;2,5;34,59;Email;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK21221;06/07/2023;AG007;240;Oui;4;48,42;Téléphone;Litige paiement;Oui;Non;Oui;5;Non Renseigné
TCK21222;10/09/2023;AG006;192;Oui;4,5;22,14;Réseaux Sociaux;Demande d'information;Non;Non;Oui;9;Non Renseigné
TCK21223;14/08/2023;AG005;174;Oui;3,5;59,58;Téléphone;Relevé compteur;Oui;Non;Oui;6;Non Renseigné
TCK21224;26/12/2023;AG005;306;Oui;3;56,26;Chat;Souscription contrat;Oui;Non;Oui;10;Non Renseigné
TCK21225;14/11/2023;AG001;126;Oui;4,5;17,34;Téléphone;Résiliation;Non;Non;Non;3;Non Renseigné
TCK21226;13/02/2023;AG004;246;Non;3,5;41,7;Téléphone;Facturation;Oui;Non;Oui;5;Non Renseigné
TCK21227;12/09/2023;AG006;306;Oui;2,5;;Email;Demande d'information;Oui;Non;Oui;9;Non Renseigné
TCK21228;06/03/2023;AG005;330;Non;1,5;26,94;Téléphone;Demande d'information;Oui;Oui;Oui;6;Non Renseigné
TCK21229;19/02/2023;AG006;198;Oui;2;18,78;Chat;Déménagement;Non;Non;Oui;5;Non Renseigné
TCK21230;15/06/2023;AG004;420;Non;1,5;33,24;Réseaux Sociaux;Facturation;Non;Oui;Oui;;Non Renseigné
TCK21231;13/04/2023;AG007;228;Oui;2;36,88;Téléphone;Panne compteur;Non;Non;Non;8;Non Renseigné
TCK21232;07/10/2023;AG002;102;Oui;;29,64;Réseaux Sociaux;Litige paiement;Non;Non;Oui;7;Non Renseigné
TCK21233;04/03/2023;AG006;414;Non;;44,78;Téléphone;Résiliation;Oui;Non;Oui;9;Non Renseigné
TCK21234;07/12/2023;AG002;276;Non;;48,42;Téléphone;Souscription contrat;Oui;Non;Oui;;Non Renseigné
TCK21235;06/11/2023;AG002;348;Non;2,5;14,46;Téléphone;Demande d'information;Non;Non;Non Renseigné;;Non Renseigné
TCK21236;30/05/2023;AG007;270;Oui;0,5;11;Téléphone;Réclamation;Oui;Non;Oui;7;Non Renseigné
TCK21237;15/01/2023;AG008;108;Oui;;22,64;Email;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK21238;15/08/2023;AG006;234;Oui;5;23,23;Chat;Relevé compteur;Oui;Non;Oui;10;Non Renseigné
TCK21239;07/08/2023;AG007;270;Oui;;35,7;Téléphone;Changement d'offre;Oui;Non;Oui;3;Non Renseigné
TCK21240;01/02/2023;AG008;354;Non;;42,27;Chat;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK21241;05/11/2023;AG007;282;Non;4;30,74;Téléphone;Changement d'offre;Oui;Non;Oui;7;Non Renseigné
TCK21242;30/12/2023;AG006;234;Oui;2,5;43,79;Email;Déménagement;Oui;Oui;Oui;;Non Renseigné
TCK21243;30/09/2023;AG002;240;Oui;2;37,99;Réseaux Sociaux;Facturation;Oui;Oui;Oui;8;Non Renseigné
TCK21244;10/01/2023;AG007;342;Oui;3,5;41,26;Téléphone;Souscription contrat;Non;Non;Oui;4;Non Renseigné
TCK21245;23/01/2023;AG007;360;Oui;3,5;59,32;Téléphone;Résiliation;Non;Oui;Oui;3;Non Renseigné
TCK21246;28/04/2023;AG002;162;Oui;4;51,41;Téléphone;Changement d'offre;Oui;Non;Oui;;Non Renseigné
TCK21247;08/01/2023;AG004;282;Oui;;22,59;Téléphone;Relevé compteur;Oui;Non;Oui;;Facturation incorrecte
TCK21248;28/02/2023;AG003;354;Oui;4;33,02;Chat;Litige paiement;Non;Non;Oui;8;Non Renseigné
TCK21249;21/11/2023;AG002;444;Oui;3,5;28,22;Email;Relevé compteur;Oui;Non;Oui;5;Non Renseigné
TCK21250;26/05/2023;AG005;408;Oui;3;47,56;Téléphone;Litige paiement;Non;Non;Oui;8;Non Renseigné
TCK21251;15/03/2023;AG006;120;Oui;1,5;43,93;Chat;Réclamation;Non;Non;Non Renseigné;9;Non Renseigné
TCK21252;04/07/2023;AG006;264;Oui;;49,58;Téléphone;Déménagement;Oui;Oui;Oui;;Non Renseigné
TCK21253;23/11/2023;AG005;114;Non;;33,79;Email;Relevé compteur;Oui;Oui;Oui;9;Non Renseigné
TCK21254;22/01/2023;AG003;438;Non;2,5;43,06;Email;Demande d'information;Oui;Non;Oui;;Non Renseigné
TCK21255;23/04/2023;AG006;294;Oui;3,5;30,47;Téléphone;Changement d'offre;Oui;Oui;Non;;Non Renseigné
TCK21256;04/04/2023;AG005;360;Oui;1,5;50,55;Téléphone;Changement d'offre;Non;Non;Non;;Non Renseigné
TCK21257;08/12/2023;AG006;174;Oui;3;52,95;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;8;Non Renseigné
TCK21258;13/06/2023;AG006;204;Oui;;30,34;Téléphone;Changement d'offre;Non;Non;Non;7;Non Renseigné
TCK21259;19/12/2023;AG007;306;Non;5;52,4;Email;Changement d'offre;Oui;Non;Oui;7;Non Renseigné
TCK21260;08/02/2023;AG008;402;Oui;;35,19;Chat;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21261;31/07/2023;AG003;78;Oui;2,5;42,3;Réseaux Sociaux;Réclamation;Non;Non;Oui;7;Non Renseigné
TCK21262;31/07/2023;AG007;384;Non;2;34,07;Téléphone;Souscription contrat;Non;Non;Oui;9;Facturation incorrecte
TCK21263;13/05/2023;AG001;294;Oui;;13,93;Téléphone;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21264;05/03/2023;AG008;66;Non;;;Email;Réclamation;Oui;Oui;Oui;;Non Renseigné
TCK21265;28/09/2023;AG008;342;Oui;2;17,75;Téléphone;Déménagement;Oui;Non;Oui;8;Non Renseigné
TCK21266;11/01/2023;AG008;276;Oui;;56,66;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non Renseigné
TCK21267;19/02/2023;AG006;396;Oui;3,5;50,3;Téléphone;Souscription contrat;Non;Non;Oui;5;Non Renseigné
TCK21268;28/02/2023;AG004;126;Oui;;55,54;Téléphone;Demande d'information;Non;Oui;Non;8;Non Renseigné
TCK21269;05/03/2023;AG006;234;Non;;18,73;Chat;Demande d'information;Oui;Non;Oui;;Facturation incorrecte
TCK21270;08/02/2023;AG004;288;Non;2,5;23,17;Réseaux Sociaux;Facturation;Oui;Non;Oui;8;Non Renseigné
TCK21271;31/12/2023;AG007;72;Oui;2,5;20,49;Email;Litige paiement;Oui;Oui;Oui;8;Non Renseigné
TCK21272;21/08/2023;AG001;186;Oui;4,5;12,91;Email;Demande d'information;Non;Oui;Oui;8;Non Renseigné
TCK21273;09/12/2023;AG006;288;Non;5;28,61;Email;Réclamation;Oui;Non;Oui;3;Non Renseigné
TCK21274;17/10/2023;AG003;318;Non;5;31,14;Email;Changement d'offre;Non;Non;Non;;Non Renseigné
TCK21275;14/09/2023;AG006;456;Non;;38,29;Téléphone;Réclamation;Oui;Non;Oui;9;Délai de traitement
TCK21276;21/04/2023;AG002;330;Oui;4,5;12,75;Chat;Déménagement;Oui;Non;Oui;7;Non Renseigné
TCK21277;28/11/2023;AG005;252;Oui;4,5;43,67;Chat;Demande d'information;Non;Non;Oui;;Non Renseigné
TCK21278;28/03/2023;AG004;282;Oui;;19,2;Chat;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21279;07/01/2023;AG002;288;Oui;4,5;24,8;Téléphone;Facturation;Oui;Non;Non;10;Non Renseigné
TCK21280;23/04/2023;AG008;222;Oui;2,5;50,59;Téléphone;Litige paiement;Oui;Non;Non;;Non Renseigné
TCK21281;11/12/2023;AG003;294;Oui;3;45,95;Téléphone;Déménagement;Oui;Oui;Non;8;Non Renseigné
TCK21282;14/12/2023;AG003;216;Non;;45,89;Email;Panne compteur;Non;Non;Oui;6;Non Renseigné
TCK21283;06/01/2023;AG001;300;Oui;4,5;43,99;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non Renseigné
TCK21284;02/04/2023;AG006;264;Oui;2;17,44;Email;Panne compteur;Oui;Non;Oui;4;Non Renseigné
TCK21285;10/09/2023;AG004;246;Non;;37,92;Téléphone;Déménagement;Oui;Non;Non Renseigné;5;Non Renseigné
TCK21286;29/03/2023;AG006;252;Non;;52,25;Téléphone;Résiliation;Non;Non;Oui;;Non Renseigné
TCK21287;17/11/2023;AG005;348;Oui;5;10,01;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;;Facturation incorrecte
TCK21288;02/10/2023;AG002;342;Oui;4,5;14,85;Téléphone;Changement d'offre;Non;Non;Non;;Non Renseigné
TCK21289;06/07/2023;AG006;240;Oui;5;40,32;Téléphone;Réclamation;Non;Non;Oui;5;Non Renseigné
TCK21290;28/07/2023;AG008;348;Non;4;16,13;Réseaux Sociaux;Relevé compteur;Oui;Non;Non;6;Non Renseigné
TCK21291;20/04/2023;AG008;264;Non;1,5;20,6;Email;Panne compteur;Non;Non;Oui;;Non Renseigné
TCK21292;16/07/2023;AG007;264;Oui;5;23,89;Chat;Souscription contrat;Oui;Non;Oui;8;Non Renseigné
TCK21293;29/05/2023;AG007;222;Oui;5;53,5;Réseaux Sociaux;Litige paiement;Oui;Non;Non Renseigné;;Comportement agent
TCK21294;06/02/2023;AG002;444;Non;1,5;36,6;Email;Panne compteur;Non;Non;Non Renseigné;;Non Renseigné
TCK21295;02/08/2023;AG005;426;Oui;4;14,59;Chat;Facturation;Oui;Non;Non;;Non Renseigné
TCK21296;21/04/2023;AG002;198;Non;5;33,64;Chat;Panne compteur;Non;Oui;Oui;10;Non Renseigné
TCK21297;14/08/2023;AG005;234;Non;;;Réseaux Sociaux;Facturation;Oui;Non;Non;;Non Renseigné
TCK21298;03/08/2023;AG001;354;Non;5;47,46;Réseaux Sociaux;Facturation;Oui;Non;Oui;4;Non Renseigné
TCK21299;10/01/2023;AG008;312;Non;4;56,93;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21300;01/02/2023;AG002;132;Oui;1,5;22,68;Téléphone;Demande d'information;Oui;Non;Oui;8;Non Renseigné
TCK21301;12/09/2023;AG003;372;Oui;2;26,54;Chat;Souscription contrat;Non;Oui;Oui;4;Non Renseigné
TCK21302;16/09/2023;AG004;282;Non;1,5;;Réseaux Sociaux;Réclamation;Oui;Non;Oui;6;Non Renseigné
TCK21303;16/02/2023;AG007;78;Non;;32,01;Téléphone;Réclamation;Non;Non;Non;;Non Renseigné
TCK21304;28/02/2023;AG006;492;Non;2,5;29,36;Email;Facturation;Oui;Non;Non Renseigné;5;Non Renseigné
TCK21305;25/05/2023;AG001;288;Oui;2;;Téléphone;Facturation;Non;Non;Non;10;Non Renseigné
TCK21306;04/02/2023;AG007;198;Oui;3,5;27,47;Téléphone;Relevé compteur;Oui;Non;Oui;5;Non Renseigné
TCK21307;10/12/2023;AG002;216;Oui;4,5;47,09;Téléphone;Résiliation;Non;Non;Oui;4;Non Renseigné
TCK21308;26/05/2023;AG003;354;Non;;21,7;Téléphone;Panne compteur;Non;Non;Oui;4;Non Renseigné
TCK21309;01/12/2023;AG004;396;Non;3,5;;Réseaux Sociaux;Facturation;Non;Non;Non;10;Non Renseigné
TCK21310;22/12/2023;AG006;432;Non;5;34,21;Réseaux Sociaux;Réclamation;Oui;Oui;Oui;6;Non Renseigné
TCK21311;22/06/2023;AG005;474;Oui;4;37,5;Téléphone;Résiliation;Non;Non;Non Renseigné;;Non Renseigné
TCK21312;13/06/2023;AG006;576;Non;3;45,78;Chat;Déménagement;Oui;Non;Oui;;Non Renseigné
TCK21313;16/02/2023;AG004;234;Non;3;15,48;Téléphone;Relevé compteur;Oui;Non;Oui;3;Non Renseigné
TCK21314;20/02/2023;AG004;210;Oui;5;13,33;Réseaux Sociaux;Souscription contrat;Non;Non;Non;;Non Renseigné
TCK21315;19/09/2023;AG003;312;Oui;2,5;58,8;Email;Souscription contrat;Oui;Non;Oui;1;Non Renseigné
TCK21316;21/04/2023;AG001;126;Oui;4,5;34,27;Email;Facturation;Oui;Non;Non;;Non Renseigné
TCK21317;05/08/2023;AG001;246;Non;;51,51;Email;Litige paiement;Non;Non;Oui;5;Non Renseigné
TCK21318;01/05/2023;AG004;288;Oui;2,5;27,7;Téléphone;Relevé compteur;Non;Non;Oui;5;Non Renseigné
TCK21319;05/07/2023;AG008;324;Non;;40,17;Téléphone;Changement d'offre;Non;Non;Oui;8;Non Renseigné
TCK21320;23/03/2023;AG004;336;Oui;2,5;53,52;Réseaux Sociaux;Réclamation;Oui;Oui;Oui;7;Non Renseigné
TCK21321;15/01/2023;AG003;240;Oui;4,5;37,91;Email;Souscription contrat;Oui;Non;Oui;9;Non Renseigné
TCK21322;09/10/2023;AG004;144;Non;5;11,67;Chat;Déménagement;Non;Non;Oui;10;Délai de traitement
TCK21323;20/05/2023;AG001;162;Non;2,5;50,79;Chat;Réclamation;Oui;Non;Oui;;Non Renseigné
TCK21324;30/03/2023;AG007;60;Non;4;33,56;Téléphone;Panne compteur;Oui;Non;Oui;;Non Renseigné
TCK21325;14/02/2023;AG005;210;Oui;4;50,94;Chat;Déménagement;Oui;Non;Oui;4;Non Renseigné
TCK21326;05/09/2023;AG001;126;Non;3,5;;Email;Souscription contrat;Non;Non;Oui;10;Non Renseigné
TCK21327;29/06/2023;AG006;216;Oui;;28,68;Chat;Facturation;Oui;Non;Oui;8;Non Renseigné
TCK21328;28/05/2023;AG007;162;Oui;4,5;40,36;Chat;Changement d'offre;Non;Non;Oui;;Non Renseigné
TCK21329;14/12/2023;AG001;216;Oui;2,5;33,83;Email;Facturation;Non;Non;Non Renseigné;;Non Renseigné
TCK21330;21/05/2023;AG007;408;Non;2;47,97;Téléphone;Déménagement;Non;Oui;Oui;5;Comportement agent
TCK21331;13/04/2023;AG004;342;Non;;54,3;Email;Panne compteur;Non;Non;Non Renseigné;8;Délai de traitement
TCK21332;23/12/2023;AG004;300;Oui;4,5;26,63;Chat;Facturation;Non;Non;Oui;6;Non Renseigné
TCK21333;13/06/2023;AG003;288;Non;3;35,16;Téléphone;Changement d'offre;Oui;Non;Oui;9;Délai de traitement
TCK21334;10/07/2023;AG005;228;Non;5;23,01;Réseaux Sociaux;Relevé compteur;Non;Non;Oui;3;Non Renseigné
TCK21335;07/10/2023;AG002;246;Oui;;18,85;Chat;Panne compteur;Oui;Non;Oui;4;Non Renseigné
TCK21336;22/02/2023;AG004;300;Oui;4,5;43,61;Téléphone;Souscription contrat;Non;Non;Oui;;Non Renseigné
TCK21337;10/07/2023;AG008;354;Oui;5;10,27;Téléphone;Résiliation;Oui;Non;Oui;9;Non Renseigné
TCK21338;26/02/2023;AG005;300;Non;3,5;27,24;Réseaux Sociaux;Déménagement;Non;Oui;Oui;10;Non Renseigné
TCK21339;07/03/2023;AG004;348;Non;4,5;54,68;Téléphone;Demande d'information;Oui;Non;Non;7;Non Renseigné
TCK21340;16/12/2023;AG008;324;Non;;14,99;Téléphone;Réclamation;Oui;Non;Oui;2;Non Renseigné
TCK21341;10/04/2023;AG003;84;Non;;56,1;Téléphone;Relevé compteur;Non;Oui;Oui;;Délai de traitement
TCK21342;14/09/2023;AG005;228;Oui;2;;Téléphone;Déménagement;Non;Non;Oui;9;Non Renseigné
TCK21343;14/12/2023;AG007;216;Non;;37,91;Téléphone;Résiliation;Non;Non;Oui;5;Non Renseigné
TCK21344;27/12/2023;AG008;336;Oui;1,5;21,61;Réseaux Sociaux;Litige paiement;Non;Non;Oui;5;Comportement agent
TCK21345;25/12/2023;AG004;414;Oui;1;10,05;Email;Relevé compteur;Non;Non;Oui;;Non Renseigné
TCK21346;18/03/2023;AG007;252;Oui;4,5;55,19;Chat;Relevé compteur;Non;Non;Non;;Non Renseigné
TCK21347;12/01/2023;AG006;414;Oui;4,5;30,49;Téléphone;Réclamation;Oui;Non;Non;7;Non Renseigné
TCK21348;04/01/2023;AG001;30;Non;4,5;32,38;Chat;Résiliation;Non;Non;Oui;6;Non Renseigné
TCK21349;09/04/2023;AG001;534;Oui;5;48,76;Email;Réclamation;Non;Non;Non;;Non Renseigné
