IdTicket,DateTicket,Operateur,TempsTraitement_Min,Resolu,Satisfaction_Client,CoutFacturation,Canal_Contact,Motif,Traite,Reprise_Appel,Conforme,Score_NPS,Motif_Reclamation
TCK21184,2023-05-23,Op003,4.7,Non,9.0,11.2,Chat,Réclamation,Oui,0,Vrai,,
TCK21185,2023-11-25,Op004,0.8,Oui,8.0,25.65,TEL,Changement d'offre,Non,0,Vrai,5.0,
TCK21186,2023-08-04,Op007,4.9,1,10.0,32.53,Réseaux sociaux,Souscription contrat,Non,0,Vrai,3.0,
TCK21187,2023-02-17,Op005,6.8,0,3.0,24.28,Mail,Déménagement,Oui,0,,,
TCK21188,2023-07-16,Op005,2.9,1,2.0,51.78,Chat,Réclamation,1,1,Vrai,,
TCK21189,2023-12-07,Op005,1.8,Non,,58.36,TEL,Relevé compteur,1,0,Vrai,5.0,
TCK21190,2023-10-30,Op007,0.8,1,10.0,52.33,Tel,Litige paiement,Non,1,Faux,5.0,
TCK21191,2023-06-20,Op008,2.4,1,,31.35,Réseaux sociaux,Panne compteur,Non,0,Vrai,10.0,
TCK21192,2023-08-09,Op008,1.8,oui,6.0,47.18,Mail,Facturation,0,0,,6.0,
TCK21193,2023-08-28,Op005,5.0,Oui,,36.6,Chat,Panne compteur,Oui,0,Vrai,10.0,
TCK21194,2023-10-06,Op002,5.5,Oui,,20.75,TEL,Changement d'offre,0,0,,8.0,
TCK21195,2023-11-11,Op007,5.6,0,9.0,45.78,Réseaux sociaux,Déménagement,Oui,0,Vrai,,
TCK21196,2023-05-28,Op003,3.5,0,9.0,18.63,Réseaux sociaux,Déménagement,Oui,0,,,
TCK21197,2023-06-30,Op008,6.5,Oui,8.0,10.13,Chat,Panne compteur,0,1,Vrai,4.0,
TCK21198,2023-08-16,Op004,0.8,Oui,6.0,37.75,Réseaux sociaux,Relevé compteur,1,0,Vrai,,
TCK21199,2023-08-05,Op003,3.3,oui,3.0,19.4,TEL,Demande d'information,0,0,Vrai,,
TCK21200,2023-07-04,Op004,3.7,Non,6.0,21.32,Tel,Relevé compteur,Non,0,,,
TCK21201,2023-10-23,Op008,5.6,Non,3.0,34.04,Mail,Changement d'offre,Oui,0,Faux,4.0,
TCK21202,2023-12-27,Op004,1.8,Oui,9.0,23.59,Chat,Litige paiement,1,0,Faux,,
TCK21203,2023-09-07,Op003,4.5,oui,9.0,18.49,Tel,Déménagement,1,0,,5.0,
TCK21204,2023-01-15,Op001,6.2,1,9.0,,TEL,Litige paiement,0,0,Vrai,,
TCK21205,2023-10-15,Op008,5.9,0,4.0,33.12,Chat,Souscription contrat,Oui,0,Vrai,2.0,
TCK21206,2023-03-15,Op002,6.3,Oui,,16.91,Chat,Facturation,1,0,,,
TCK21207,2023-03-17,Op008,6.1,Oui,9.0,58.31,TEL,Panne compteur,1,0,Vrai,9.0,
TCK21208,2023-10-05,Op004,3.6,Oui,5.0,19.31,Tel,Litige paiement,0,0,Vrai,,
TCK21209,2023-07-23,Op006,5.5,oui,,16.28,TEL,Réclamation,Non,0,Vrai,3.0,
TCK21210,2023-10-03,Op007,5.2,1,8.0,33.48,Chat,Changement d'offre,1,0,,,
TCK21211,2023-07-18,Op006,3.4,oui,,49.15,Réseaux sociaux,Relevé compteur,1,0,Vrai,4.0,
TCK21212,2023-02-21,Op003,5.6,1,,44.32,Tel,Panne compteur,Non,1,Vrai,1.0,Facturation incorrecte
TCK21213,2023-07-24,Op003,7.1,0,5.0,10.92,Réseaux sociaux,Souscription contrat,1,1,Vrai,8.0,
TCK21214,2023-10-30,Op003,6.4,1,7.0,10.47,Chat,Facturation,Oui,0,Faux,8.0,Délai de traitement
TCK21215,2023-07-21,Op002,2.0,0,7.0,11.65,Réseaux sociaux,Souscription contrat,Non,0,Vrai,5.0,
TCK21216,2023-01-25,Op005,5.3,1,2.0,23.27,Chat,Demande d'information,Non,1,Vrai,,
TCK21217,2023-12-24,Op003,6.0,Oui,,44.4,Tel,Changement d'offre,1,0,,,
TCK21218,2023-10-31,Op001,3.3,0,9.0,11.8,TEL,Réclamation,0,0,Faux,7.0,
TCK21219,2023-01-30,Op007,6.3,1,9.0,56.64,Mail,Demande d'information,Non,0,Faux,,
TCK21220,2023-01-15,Op005,3.1,oui,5.0,34.59,Mail,Réclamation,1,0,Vrai,,
TCK21221,2023-07-06,Op007,4.0,1,8.0,48.42,Tel,Litige paiement,1,0,Vrai,5.0,
TCK21222,2023-09-10,Op006,3.2,oui,9.0,22.14,Réseaux sociaux,Demande d'information,Non,0,Vrai,9.0,
TCK21223,2023-08-14,Op005,2.9,oui,7.0,59.58,Tel,Relevé compteur,Oui,0,Vrai,6.0,
TCK21224,2023-12-26,Op005,5.1,1,6.0,56.26,Chat,Souscription contrat,1,0,Vrai,10.0,
TCK21225,2023-11-14,Op001,2.1,Oui,9.0,17.34,TEL,Résiliation,Non,0,Faux,3.0,
TCK21226,2023-02-13,Op004,4.1,0,7.0,41.7,Tel,Facturation,Oui,0,Vrai,5.0,
TCK21227,2023-09-12,Op006,5.1,Oui,5.0,,Mail,Demande d'information,Oui,0,Vrai,9.0,
TCK21228,2023-03-06,Op005,5.5,Non,3.0,26.94,TEL,Demande d'information,Oui,1,Vrai,6.0,
TCK21229,2023-02-19,Op006,3.3,1,4.0,18.78,Chat,Déménagement,0,0,Vrai,5.0,
TCK21230,2023-06-15,Op004,7.0,0,3.0,33.24,Réseaux sociaux,Facturation,0,1,Vrai,,
TCK21231,2023-04-13,Op007,3.8,Oui,4.0,36.88,TEL,Panne compteur,Non,0,Faux,8.0,
TCK21232,2023-10-07,Op002,1.7,Oui,,29.64,Réseaux sociaux,Litige paiement,Non,0,Vrai,7.0,
TCK21233,2023-03-04,Op006,6.9,Non,,44.78,Tel,Résiliation,Oui,0,Vrai,9.0,
TCK21234,2023-12-07,Op002,4.6,Non,,48.42,Tel,Souscription contrat,Oui,0,Vrai,,
TCK21235,2023-11-06,Op002,5.8,Non,5.0,14.46,Tel,Demande d'information,0,0,,,
TCK21236,2023-05-30,Op007,4.5,Oui,1.0,11.0,TEL,Réclamation,Oui,0,Vrai,7.0,
TCK21237,2023-01-15,Op008,1.8,1,,22.64,Mail,Demande d'information,0,0,Vrai,,
TCK21238,2023-08-15,Op006,3.9,Oui,10.0,23.23,Chat,Relevé compteur,Oui,0,Vrai,10.0,
TCK21239,2023-08-07,Op007,4.5,Oui,,35.7,TEL,Changement d'offre,1,0,Vrai,3.0,
TCK21240,2023-02-01,Op008,5.9,Non,,42.27,Chat,Relevé compteur,0,0,Vrai,,
TCK21241,2023-11-05,Op007,4.7,Non,8.0,30.74,TEL,Changement d'offre,Oui,0,Vrai,7.0,
TCK21242,2023-12-30,Op006,3.9,oui,5.0,43.79,Mail,Déménagement,Oui,1,Vrai,,
TCK21243,2023-09-30,Op002,4.0,1,4.0,37.99,Réseaux sociaux,Facturation,Oui,1,Vrai,8.0,
TCK21244,2023-01-10,Op007,5.7,1,7.0,41.26,TEL,Souscription contrat,0,0,Vrai,4.0,
TCK21245,2023-01-23,Op007,6.0,oui,7.0,59.32,TEL,Résiliation,Non,1,Vrai,3.0,
TCK21246,2023-04-28,Op002,2.7,oui,8.0,51.41,TEL,Changement d'offre,Oui,0,Vrai,,
TCK21247,2023-01-08,Op004,4.7,Oui,,22.59,TEL,Relevé compteur,Oui,0,Vrai,,Facturation incorrecte
TCK21248,2023-02-28,Op003,5.9,oui,8.0,33.02,Chat,Litige paiement,0,0,Vrai,8.0,
TCK21249,2023-11-21,Op002,7.4,oui,7.0,28.22,Mail,Relevé compteur,Oui,0,Vrai,5.0,
TCK21250,2023-05-26,Op005,6.8,Oui,6.0,47.56,Tel,Litige paiement,0,0,Vrai,8.0,
TCK21251,2023-03-15,Op006,2.0,oui,3.0,43.93,Chat,Réclamation,0,0,,9.0,
TCK21252,2023-07-04,Op006,4.4,oui,,49.58,TEL,Déménagement,Oui,1,Vrai,,
TCK21253,2023-11-23,Op005,1.9,0,,33.79,Mail,Relevé compteur,Oui,1,Vrai,9.0,
TCK21254,2023-01-22,Op003,7.3,Non,5.0,43.06,Mail,Demande d'information,1,0,Vrai,,
TCK21255,2023-04-23,Op006,4.9,oui,7.0,30.47,TEL,Changement d'offre,Oui,1,Faux,,
TCK21256,2023-04-04,Op005,6.0,1,3.0,50.55,TEL,Changement d'offre,0,0,Faux,,
TCK21257,2023-12-08,Op006,2.9,1,6.0,52.95,Réseaux sociaux,Changement d'offre,1,0,Vrai,8.0,
TCK21258,2023-06-13,Op006,3.4,1,,30.34,TEL,Changement d'offre,0,0,Faux,7.0,
TCK21259,2023-12-19,Op007,5.1,0,10.0,52.4,Mail,Changement d'offre,1,0,Vrai,7.0,
TCK21260,2023-02-08,Op008,6.7,Oui,,35.19,Chat,Changement d'offre,Non,0,Vrai,,
TCK21261,2023-07-31,Op003,1.3,Oui,5.0,42.3,Réseaux sociaux,Réclamation,Non,0,Vrai,7.0,
TCK21262,2023-07-31,Op007,6.4,Non,4.0,34.07,Tel,Souscription contrat,Non,0,Vrai,9.0,Facturation incorrecte
TCK21263,2023-05-13,Op001,4.9,1,,13.93,TEL,Relevé compteur,Oui,0,Vrai,,
TCK21264,2023-03-05,Op008,1.1,Non,,,Mail,Réclamation,1,1,Vrai,,
TCK21265,2023-09-28,Op008,5.7,Oui,4.0,17.75,TEL,Déménagement,Oui,0,Vrai,8.0,
TCK21266,2023-01-11,Op008,4.6,Oui,,56.66,Tel,Changement d'offre,1,0,Vrai,8.0,
TCK21267,2023-02-19,Op006,6.6,1,7.0,50.3,Tel,Souscription contrat,Non,0,Vrai,5.0,
TCK21268,2023-02-28,Op004,2.1,Oui,,55.54,TEL,Demande d'information,0,1,Faux,8.0,
TCK21269,2023-03-05,Op006,3.9,Non,,18.73,Chat,Demande d'information,1,0,Vrai,,Facturation incorrecte
TCK21270,2023-02-08,Op004,4.8,0,5.0,23.17,Réseaux sociaux,Facturation,1,0,Vrai,8.0,
TCK21271,2023-12-31,Op007,1.2,1,5.0,20.49,Mail,Litige paiement,Oui,1,Vrai,8.0,
TCK21272,2023-08-21,Op001,3.1,1,9.0,12.91,Mail,Demande d'information,0,1,Vrai,8.0,
TCK21273,2023-12-09,Op006,4.8,Non,10.0,28.61,Mail,Réclamation,1,0,Vrai,3.0,
TCK21274,2023-10-17,Op003,5.3,0,10.0,31.14,Mail,Changement d'offre,0,0,Faux,,
TCK21275,2023-09-14,Op006,7.6,0,,38.29,TEL,Réclamation,Oui,0,Vrai,9.0,Délai de traitement
TCK21276,2023-04-21,Op002,5.5,oui,9.0,12.75,Chat,Déménagement,1,0,Vrai,7.0,
TCK21277,2023-11-28,Op005,4.2,oui,9.0,43.67,Chat,Demande d'information,Non,0,Vrai,,
TCK21278,2023-03-28,Op004,4.7,Oui,,19.2,Chat,Relevé compteur,Oui,0,Vrai,,
TCK21279,2023-01-07,Op002,4.8,Oui,9.0,24.8,Tel,Facturation,1,0,Faux,10.0,
TCK21280,2023-04-23,Op008,3.7,oui,5.0,50.59,Tel,Litige paiement,Oui,0,Faux,,
TCK21281,2023-12-11,Op003,4.9,1,6.0,45.95,Tel,Déménagement,Oui,1,Faux,8.0,
TCK21282,2023-12-14,Op003,3.6,0,,45.89,Mail,Panne compteur,Non,0,Vrai,6.0,
TCK21283,2023-01-06,Op001,5.0,Oui,9.0,43.99,Réseaux sociaux,Relevé compteur,Oui,0,Vrai,,
TCK21284,2023-04-02,Op006,4.4,1,4.0,17.44,Mail,Panne compteur,Oui,0,Vrai,4.0,
TCK21285,2023-09-10,Op004,4.1,Non,,37.92,Tel,Déménagement,1,0,,5.0,
TCK21286,2023-03-29,Op006,4.2,Non,,52.25,TEL,Résiliation,0,0,Vrai,,
TCK21287,2023-11-17,Op005,5.8,oui,10.0,10.01,Réseaux sociaux,Changement d'offre,0,0,Vrai,,Facturation incorrecte
TCK21288,2023-10-02,Op002,5.7,Oui,9.0,14.85,Tel,Changement d'offre,Non,0,Faux,,
TCK21289,2023-07-06,Op006,4.0,oui,10.0,40.32,Tel,Réclamation,0,0,Vrai,5.0,
TCK21290,2023-07-28,Op008,5.8,Non,8.0,16.13,Réseaux sociaux,Relevé compteur,1,0,Faux,6.0,
TCK21291,2023-04-20,Op008,4.4,Non,3.0,20.6,Mail,Panne compteur,Non,0,Vrai,,
TCK21292,2023-07-16,Op007,4.4,oui,10.0,23.89,Chat,Souscription contrat,1,0,Vrai,8.0,
TCK21293,2023-05-29,Op007,3.7,Oui,10.0,53.5,Réseaux sociaux,Litige paiement,Oui,0,,,Comportement agent
TCK21294,2023-02-06,Op002,7.4,Non,3.0,36.6,Mail,Panne compteur,Non,0,,,
TCK21295,2023-08-02,Op005,7.1,1,8.0,14.59,Chat,Facturation,Oui,0,Faux,,
TCK21296,2023-04-21,Op002,3.3,0,10.0,33.64,Chat,Panne compteur,Non,1,Vrai,10.0,
TCK21297,2023-08-14,Op005,3.9,Non,,,Réseaux sociaux,Facturation,Oui,0,Faux,,
TCK21298,2023-08-03,Op001,5.9,Non,10.0,47.46,Réseaux sociaux,Facturation,1,0,Vrai,4.0,
TCK21299,2023-01-10,Op008,5.2,0,8.0,56.93,Réseaux sociaux,Changement d'offre,0,0,Vrai,,
TCK21300,2023-02-01,Op002,2.2,1,3.0,22.68,TEL,Demande d'information,Oui,0,Vrai,8.0,
TCK21301,2023-09-12,Op003,6.2,Oui,4.0,26.54,Chat,Souscription contrat,Non,1,Vrai,4.0,
TCK21302,2023-09-16,Op004,4.7,0,3.0,,Réseaux sociaux,Réclamation,Oui,0,Vrai,6.0,
TCK21303,2023-02-16,Op007,1.3,Non,,32.01,Tel,Réclamation,0,0,Faux,,
TCK21304,2023-02-28,Op006,8.2,Non,5.0,29.36,Mail,Facturation,Oui,0,,5.0,
TCK21305,2023-05-25,Op001,4.8,1,4.0,,Tel,Facturation,Non,0,Faux,10.0,
TCK21306,2023-02-04,Op007,3.3,Oui,7.0,27.47,TEL,Relevé compteur,Oui,0,Vrai,5.0,
TCK21307,2023-12-10,Op002,3.6,oui,9.0,47.09,Tel,Résiliation,Non,0,Vrai,4.0,
TCK21308,2023-05-26,Op003,5.9,0,,21.7,TEL,Panne compteur,0,0,Vrai,4.0,
TCK21309,2023-12-01,Op004,6.6,Non,7.0,,Réseaux sociaux,Facturation,0,0,Faux,10.0,
TCK21310,2023-12-22,Op006,7.2,0,10.0,34.21,Réseaux sociaux,Réclamation,1,1,Vrai,6.0,
TCK21311,2023-06-22,Op005,7.9,Oui,8.0,37.5,Tel,Résiliation,0,0,,,
TCK21312,2023-06-13,Op006,9.6,Non,6.0,45.78,Chat,Déménagement,Oui,0,Vrai,,
TCK21313,2023-02-16,Op004,3.9,0,6.0,15.48,TEL,Relevé compteur,1,0,Vrai,3.0,
TCK21314,2023-02-20,Op004,3.5,Oui,10.0,13.33,Réseaux sociaux,Souscription contrat,0,0,Faux,,
TCK21315,2023-09-19,Op003,5.2,Oui,5.0,58.8,Mail,Souscription contrat,1,0,Vrai,1.0,
TCK21316,2023-04-21,Op001,2.1,oui,9.0,34.27,Mail,Facturation,1,0,Faux,,
TCK21317,2023-08-05,Op001,4.1,Non,,51.51,Mail,Litige paiement,Non,0,Vrai,5.0,
TCK21318,2023-05-01,Op004,4.8,1,5.0,27.7,TEL,Relevé compteur,0,0,Vrai,5.0,
TCK21319,2023-07-05,Op008,5.4,0,,40.17,Tel,Changement d'offre,Non,0,Vrai,8.0,
TCK21320,2023-03-23,Op004,5.6,1,5.0,53.52,Réseaux sociaux,Réclamation,Oui,1,Vrai,7.0,
TCK21321,2023-01-15,Op003,4.0,oui,9.0,37.91,Mail,Souscription contrat,Oui,0,Vrai,9.0,
TCK21322,2023-10-09,Op004,2.4,0,10.0,11.67,Chat,Déménagement,Non,0,Vrai,10.0,Délai de traitement
TCK21323,2023-05-20,Op001,2.7,Non,5.0,50.79,Chat,Réclamation,Oui,0,Vrai,,
TCK21324,2023-03-30,Op007,1.0,Non,8.0,33.56,TEL,Panne compteur,1,0,Vrai,,
TCK21325,2023-02-14,Op005,3.5,1,8.0,50.94,Chat,Déménagement,1,0,Vrai,4.0,
TCK21326,2023-09-05,Op001,2.1,0,7.0,,Mail,Souscription contrat,0,0,Vrai,10.0,
TCK21327,2023-06-29,Op006,3.6,1,,28.68,Chat,Facturation,Oui,0,Vrai,8.0,
TCK21328,2023-05-28,Op007,2.7,Oui,9.0,40.36,Chat,Changement d'offre,Non,0,Vrai,,
TCK21329,2023-12-14,Op001,3.6,Oui,5.0,33.83,Mail,Facturation,0,0,,,
TCK21330,2023-05-21,Op007,6.8,0,4.0,47.97,Tel,Déménagement,Non,1,Vrai,5.0,Comportement agent
TCK21331,2023-04-13,Op004,5.7,Non,,54.3,Mail,Panne compteur,Non,0,,8.0,Délai de traitement
TCK21332,2023-12-23,Op004,5.0,Oui,9.0,26.63,Chat,Facturation,0,0,Vrai,6.0,
TCK21333,2023-06-13,Op003,4.8,0,6.0,35.16,Tel,Changement d'offre,Oui,0,Vrai,9.0,Délai de traitement
TCK21334,2023-07-10,Op005,3.8,Non,10.0,23.01,Réseaux sociaux,Relevé compteur,0,0,Vrai,3.0,
TCK21335,2023-10-07,Op002,4.1,1,,18.85,Chat,Panne compteur,1,0,Vrai,4.0,
TCK21336,2023-02-22,Op004,5.0,Oui,9.0,43.61,TEL,Souscription contrat,Non,0,Vrai,,
TCK21337,2023-07-10,Op008,5.9,Oui,10.0,10.27,TEL,Résiliation,Oui,0,Vrai,9.0,
TCK21338,2023-02-26,Op005,5.0,0,7.0,27.24,Réseaux sociaux,Déménagement,0,1,Vrai,10.0,
TCK21339,2023-03-07,Op004,5.8,Non,9.0,54.68,Tel,Demande d'information,Oui,0,Faux,7.0,
TCK21340,2023-12-16,Op008,5.4,0,,14.99,Tel,Réclamation,Oui,0,Vrai,2.0,
TCK21341,2023-04-10,Op003,1.4,Non,,56.1,Tel,Relevé compteur,0,1,Vrai,,Délai de traitement
TCK21342,2023-09-14,Op005,3.8,Oui,4.0,,Tel,Déménagement,Non,0,Vrai,9.0,
TCK21343,2023-12-14,Op007,3.6,0,,37.91,TEL,Résiliation,0,0,Vrai,5.0,
TCK21344,2023-12-27,Op008,5.6,oui,3.0,21.61,Réseaux sociaux,Litige paiement,0,0,Vrai,5.0,Comportement agent
TCK21345,2023-12-25,Op004,6.9,oui,2.0,10.05,Mail,Relevé compteur,0,0,Vrai,,
TCK21346,2023-03-18,Op007,4.2,1,9.0,55.19,Chat,Relevé compteur,0,0,Faux,,
TCK21347,2023-01-12,Op006,6.9,1,9.0,30.49,TEL,Réclamation,1,0,Faux,7.0,
TCK21348,2023-01-04,Op001,0.5,Non,9.0,32.38,Chat,Résiliation,Non,0,Vrai,6.0,
TCK21349,2023-04-09,Op001,8.9,Oui,10.0,48.76,Mail,Réclamation,0,0,Faux,,
TCK21350,2023-07-26,Op007,1.0,1,9.0,22.91,Mail,Changement d'offre,Oui,0,Vrai,0.0,
TCK21351,2023-06-12,Op001,5.0,1,7.0,11.89,Chat,Changement d'offre,1,0,Vrai,2.0,
TCK21352,2023-04-08,Op008,1.9,oui,1.0,17.41,Chat,Facturation,Non,0,,7.0,Délai de traitement
TCK21353,2023-07-05,Op006,5.3,1,10.0,42.69,Tel,Facturation,0,0,Faux,,
TCK21354,2023-03-04,Op004,6.5,Oui,,,Chat,Demande d'information,Non,1,Vrai,7.0,
TCK21355,2023-07-15,Op005,6.0,Oui,5.0,35.18,TEL,Souscription contrat,0,1,Vrai,,
TCK21356,2023-10-23,Op006,5.4,Oui,6.0,25.19,Mail,Panne compteur,0,0,Vrai,,
TCK21357,2023-09-17,Op002,6.6,1,4.0,59.15,Mail,Souscription contrat,1,0,Faux,5.0,
TCK21358,2023-01-27,Op002,3.0,oui,5.0,32.11,Mail,Panne compteur,1,0,Vrai,,
TCK21359,2023-12-05,Op002,3.3,1,,12.84,Tel,Déménagement,Oui,0,Vrai,5.0,
TCK21360,2023-10-03,Op002,4.6,0,2.0,37.85,Tel,Panne compteur,Oui,0,Faux,,
TCK21361,2023-01-27,Op002,5.1,1,,42.79,Chat,Litige paiement,0,0,Vrai,8.0,
TCK21362,2023-11-17,Op001,3.6,Oui,7.0,40.62,Réseaux sociaux,Résiliation,Non,0,Vrai,10.0,
TCK21363,2023-08-22,Op003,4.5,1,5.0,45.81,Chat,Relevé compteur,Oui,0,Vrai,5.0,
TCK21364,2023-08-16,Op002,7.2,Non,,21.35,Chat,Réclamation,1,1,Vrai,5.0,
TCK21365,2023-04-14,Op004,3.6,Non,10.0,21.06,Tel,Changement d'offre,0,1,Vrai,5.0,Délai de traitement
TCK21366,2023-08-12,Op002,3.8,oui,,,Mail,Souscription contrat,Oui,0,Vrai,,
TCK21367,2023-07-19,Op005,2.6,1,5.0,52.35,Mail,Souscription contrat,Oui,0,Vrai,,
TCK21368,2023-05-29,Op006,3.8,oui,10.0,39.46,Chat,Changement d'offre,1,0,Vrai,,
TCK21369,2023-09-05,Op003,6.5,oui,8.0,46.04,Chat,Résiliation,0,0,,10.0,
TCK21370,2023-01-11,Op003,3.3,0,9.0,58.6,Mail,Panne compteur,1,0,Vrai,3.0,
TCK21371,2023-03-20,Op001,3.6,1,8.0,40.88,Mail,Réclamation,Oui,1,Vrai,8.0,
TCK21372,2023-07-06,Op002,2.7,oui,5.0,23.06,TEL,Demande d'information,1,0,Faux,,
TCK21373,2023-06-04,Op003,5.8,Oui,8.0,35.6,TEL,Panne compteur,0,0,Vrai,,
TCK21374,2023-10-20,Op005,2.8,oui,7.0,23.14,TEL,Résiliation,0,0,Vrai,,Comportement agent
TCK21375,2023-06-01,Op003,3.6,0,,11.79,Réseaux sociaux,Résiliation,1,0,Vrai,,
TCK21376,2023-06-05,Op008,4.4,oui,8.0,14.71,Réseaux sociaux,Résiliation,0,0,Faux,,
TCK21377,2023-10-16,Op003,7.9,1,5.0,18.58,TEL,Déménagement,Oui,0,Vrai,5.0,Comportement agent
TCK21378,2023-07-12,Op006,4.9,1,,14.71,Mail,Facturation,1,0,Vrai,7.0,
TCK21379,2023-01-21,Op002,3.0,1,8.0,47.71,Chat,Demande d'information,Non,0,Faux,8.0,
TCK21380,2023-08-15,Op004,5.1,1,,13.65,Mail,Déménagement,Non,0,Vrai,9.0,
TCK21381,2023-12-03,Op007,5.5,Oui,,51.06,Chat,Relevé compteur,Non,0,Faux,0.0,
TCK21382,2023-07-16,Op006,6.7,1,6.0,40.04,Tel,Relevé compteur,Non,0,Vrai,,
TCK21383,2023-10-27,Op007,4.5,Non,8.0,44.09,Mail,Litige paiement,Oui,1,Vrai,7.0,
TCK21384,2023-05-26,Op008,3.2,0,4.0,11.97,Mail,Résiliation,Non,0,Vrai,9.0,
TCK21385,2023-08-06,Op008,8.5,0,3.0,10.72,Chat,Facturation,0,0,Vrai,,
TCK21386,2023-12-06,Op006,5.1,1,,38.36,Tel,Relevé compteur,1,0,Vrai,,
TCK21387,2023-01-04,Op006,3.0,0,4.0,37.67,Tel,Résiliation,Non,0,Vrai,8.0,
TCK21388,2023-08-09,Op007,4.4,Non,5.0,56.23,Mail,Panne compteur,Non,0,Vrai,,
TCK21389,2023-04-29,Op001,3.6,0,5.0,,Réseaux sociaux,Souscription contrat,Non,0,Faux,,
TCK21390,2023-12-31,Op008,7.5,0,7.0,48.99,Réseaux sociaux,Demande d'information,Non,0,Vrai,6.0,
TCK21391,2023-12-04,Op003,2.1,Non,,49.2,Chat,Changement d'offre,0,0,Vrai,5.0,
TCK21392,2023-04-05,Op007,6.6,Oui,9.0,,TEL,Déménagement,Oui,0,Vrai,,
TCK21393,2023-09-23,Op001,4.6,0,3.0,29.57,Tel,Demande d'information,Non,0,,7.0,
TCK21394,2023-12-09,Op001,4.0,oui,5.0,24.01,TEL,Relevé compteur,1,0,Vrai,,
TCK21395,2023-11-06,Op006,5.3,0,5.0,,Mail,Facturation,Non,0,Vrai,,
TCK21396,2023-05-13,Op001,1.9,1,5.0,21.59,Réseaux sociaux,Relevé compteur,1,0,Vrai,8.0,
TCK21397,2023-10-21,Op007,3.7,Oui,,55.07,Tel,Réclamation,1,0,Faux,,
TCK21398,2023-12-15,Op008,4.9,1,,40.81,Tel,Souscription contrat,Oui,0,Vrai,,
TCK21399,2023-11-03,Op003,6.7,0,7.0,33.72,Chat,Réclamation,Oui,0,Vrai,,
TCK21400,2023-08-13,Op004,5.9,Oui,5.0,16.28,Mail,Relevé compteur,1,0,Vrai,9.0,
TCK21401,2023-06-01,Op006,4.1,0,9.0,,Tel,Souscription contrat,1,0,Faux,9.0,
TCK21402,2023-08-24,Op004,1.2,Non,7.0,34.91,Chat,Relevé compteur,0,0,Faux,2.0,
TCK21403,2023-01-31,Op002,2.8,1,,32.88,Mail,Panne compteur,Non,1,Vrai,9.0,
TCK21404,2023-05-03,Op005,2.4,Non,,35.66,Mail,Facturation,Oui,0,Vrai,7.0,
TCK21405,2023-01-02,Op007,4.6,oui,9.0,22.12,TEL,Changement d'offre,1,1,Vrai,,
TCK21406,2023-04-30,Op002,3.8,Oui,10.0,41.33,Réseaux sociaux,Facturation,1,0,Vrai,10.0,
TCK21407,2023-06-06,Op005,7.2,Non,8.0,46.38,Mail,Réclamation,Oui,0,,5.0,
TCK21408,2023-07-05,Op007,3.9,Non,2.0,29.39,Tel,Facturation,1,0,Vrai,6.0,
TCK21409,2023-07-24,Op008,8.1,Non,8.0,28.8,Tel,Litige paiement,1,0,,1.0,
TCK21410,2023-05-20,Op003,4.3,Oui,9.0,52.46,TEL,Facturation,Oui,1,Faux,,Facturation incorrecte
TCK21411,2023-11-18,Op002,8.6,0,9.0,53.74,Mail,Panne compteur,1,0,Faux,9.0,
TCK21412,2023-08-20,Op004,4.1,Non,5.0,41.52,Réseaux sociaux,Relevé compteur,Non,0,Vrai,,
TCK21413,2023-01-14,Op008,4.2,Non,7.0,25.06,Réseaux sociaux,Changement d'offre,Oui,0,Faux,9.0,
TCK21414,2023-09-26,Op003,6.2,1,3.0,20.07,Chat,Demande d'information,Oui,1,Vrai,10.0,
TCK21415,2023-05-11,Op003,5.9,Oui,7.0,21.71,Tel,Demande d'information,Oui,0,Vrai,,
TCK21416,2023-09-19,Op004,2.2,Oui,5.0,25.27,Tel,Litige paiement,1,0,Vrai,,Erreur technique
TCK21417,2023-04-28,Op006,4.7,0,,26.07,Tel,Facturation,Oui,0,Vrai,,
TCK21418,2023-06-21,Op005,3.7,oui,5.0,49.43,Mail,Résiliation,1,0,Vrai,5.0,
TCK21419,2023-11-19,Op002,3.6,0,3.0,18.36,Réseaux sociaux,Litige paiement,1,0,Vrai,7.0,
TCK21420,2023-10-27,Op003,4.6,1,,58.8,Chat,Litige paiement,1,0,Vrai,5.0,
TCK21421,2023-04-14,Op002,4.0,Oui,,26.56,TEL,Relevé compteur,Oui,0,Vrai,,
TCK21422,2023-09-13,Op002,4.8,1,9.0,55.32,Réseaux sociaux,Réclamation,1,1,Vrai,6.0,
TCK21423,2023-05-22,Op007,2.7,Non,1.0,49.2,Chat,Changement d'offre,Non,0,Vrai,8.0,
TCK21424,2023-04-20,Op007,1.8,Oui,6.0,37.09,Mail,Réclamation,Oui,0,Vrai,5.0,
TCK21425,2023-09-17,Op005,6.3,1,5.0,14.56,Tel,Déménagement,Non,0,Vrai,9.0,
TCK21426,2023-09-30,Op001,6.6,oui,7.0,58.25,Chat,Déménagement,Non,1,Vrai,,
TCK21427,2023-08-17,Op004,6.2,Non,5.0,23.02,Chat,Résiliation,Non,0,,,
TCK21428,2023-03-10,Op006,4.6,oui,10.0,45.34,Réseaux sociaux,Panne compteur,Oui,1,Vrai,5.0,
TCK21429,2023-03-03,Op007,3.8,Non,8.0,49.52,TEL,Facturation,Non,1,Vrai,,
