Reference_Dossier,Jour,Nom_Agent,Duree_Min,Dossier_Cloture,Note_Client,Prix_Prestation,Type_Contact,Objet,Traite,Repris,Conformite_Controle,NPS_Client,Est_Reclamation
DOS50447,45216,AGT-03,3.8,VRAI,,14.36,Téléphone,Litige paiement,TRUE,0,NC,,VRAI
DOS50448,45079,AGT-25,5.6,TRUE,,32.69,Chat,Déménagement,FALSE,0,Conforme,,FAUX
DOS50449,44938,AGT-03,2.6,FALSE,4.0,13.97,Email,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50450,45247,AGT-08,2.8,TRUE,4.0,32.23,Email,Déménagement,TRUE,0,Non Conforme,,VRAI
DOS50451,45189,AGT-19,8.1,VRAI,,23.46,Chat,Changement d'offre,FALSE,1,Conforme,,VRAI
DOS50452,45165,AGT-12,7.7,TRUE,5.0,49.96,Chat,Souscription contrat,FALSE,0,Conforme,9.0,FAUX
DOS50453,45289,AGT-25,0.0,FALSE,4.0,19.92,Chat,Demande d'information,FALSE,0,Conforme,3.0,FAUX
DOS50454,45218,AGT-25,3.6,VRAI,4.0,53.27,Chat,Souscription contrat,TRUE,0,Conforme,10.0,FAUX
DOS50455,45281,AGT-11,5.0,TRUE,3.0,49.8,Chat,Réclamation,TRUE,0,Non Conforme,4.0,VRAI
DOS50456,45182,AGT-12,6.3,FAUX,5.0,41.67,Email,Facturation,TRUE,0,Conforme,8.0,FAUX
DOS50457,45149,AGT-25,4.3,FALSE,4.0,49.4,Courrier,Réclamation,TRUE,0,Conforme,,FAUX
DOS50458,45180,AGT-07,4.0,FAUX,2.0,45.3,Chat,Déménagement,FALSE,0,Conforme,,FAUX
DOS50459,44974,AGT-03,7.5,FAUX,3.0,23.29,Email,Litige paiement,TRUE,0,Conforme,8.0,FAUX
DOS50460,45210,AGT-19,3.8,FALSE,4.0,52.21,Email,Litige paiement,FALSE,0,,,FAUX
DOS50461,45240,AGT-19,4.6,FALSE,5.0,24.51,Téléphone,Litige paiement,TRUE,0,,,FAUX
DOS50462,45228,AGT-11,0.4,VRAI,4.0,53.28,Email,Changement d'offre,TRUE,0,Conforme,10.0,FAUX
DOS50463,45024,AGT-19,6.1,FALSE,3.0,26.41,Chat,Déménagement,TRUE,0,Conforme,,VRAI
DOS50464,45134,AGT-12,6.2,FALSE,5.0,30.73,Courrier,Résiliation,FALSE,0,Conforme,,VRAI
DOS50465,45076,AGT-12,6.0,TRUE,5.0,28.26,Téléphone,Souscription contrat,TRUE,0,Non Conforme,,VRAI
DOS50466,45051,AGT-19,5.9,FALSE,,44.46,Email,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50467,44972,AGT-03,5.6,VRAI,5.0,21.77,Chat,Changement d'offre,TRUE,0,Conforme,5.0,VRAI
DOS50468,44983,AGT-25,4.7,FAUX,3.0,36.78,Téléphone,Facturation,TRUE,1,Conforme,9.0,VRAI
DOS50469,44995,AGT-11,7.0,TRUE,5.0,47.75,Chat,Changement d'offre,FALSE,1,Conforme,1.0,FAUX
DOS50470,45133,AGT-08,6.3,FALSE,,37.64,Chat,Panne compteur,FALSE,1,Conforme,7.0,FAUX
DOS50471,45083,AGT-19,4.0,FAUX,5.0,50.41,Courrier,Relevé compteur,TRUE,0,Conforme,9.0,FAUX
DOS50472,45225,AGT-07,4.6,TRUE,1.0,47.81,Email,Déménagement,FALSE,0,Conforme,8.0,FAUX
DOS50473,45038,AGT-11,2.8,VRAI,2.0,12.83,Courrier,Demande d'information,TRUE,0,Conforme,,VRAI
DOS50474,45062,AGT-07,4.2,FAUX,5.0,44.37,Téléphone,Facturation,FALSE,1,Conforme,9.0,FAUX
DOS50475,45274,AGT-25,3.0,TRUE,,40.28,Email,Demande d'information,FALSE,0,,,FAUX
DOS50476,45070,AGT-03,7.0,TRUE,4.0,48.27,Email,Résiliation,FALSE,0,Conforme,3.0,VRAI
DOS50477,45095,AGT-11,10.2,VRAI,4.0,-22.1,Chat,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50478,45160,AGT-03,2.8,FALSE,5.0,37.63,Téléphone,Résiliation,TRUE,0,Conforme,,FAUX
DOS50479,45145,AGT-12,4.8,FALSE,4.0,22.77,Email,Litige paiement,FALSE,0,Conforme,,FAUX
DOS50480,45213,AGT-25,4.5,FALSE,5.0,13.15,Chat,Relevé compteur,FALSE,0,Conforme,9.0,FAUX
DOS50481,44939,AGT-11,1.1,TRUE,4.0,15.95,Courrier,Litige paiement,TRUE,0,Conforme,,VRAI
DOS50482,45149,AGT-07,3.8,FALSE,5.0,49.19,Email,Déménagement,TRUE,1,Conforme,7.0,VRAI
DOS50483,45199,AGT-12,8.8,TRUE,2.0,41.87,Email,Litige paiement,FALSE,0,Conforme,2.0,FAUX
DOS50484,45134,AGT-11,5.5,VRAI,5.0,54.63,Courrier,Souscription contrat,TRUE,0,Conforme,4.0,VRAI
DOS50485,44934,AGT-03,4.8,FAUX,4.0,34.84,Email,Souscription contrat,FALSE,0,NC,0.0,VRAI
DOS50486,45003,AGT-07,3.0,FAUX,5.0,30.82,Courrier,Facturation,FALSE,0,,,FAUX
DOS50487,45012,AGT-11,6.7,VRAI,5.0,48.81,Chat,Changement d'offre,FALSE,0,Conforme,,FAUX
DOS50488,45216,AGT-07,4.2,FAUX,5.0,31.15,Téléphone,Résiliation,TRUE,0,Conforme,,VRAI
DOS50489,45004,AGT-08,3.7,FALSE,5.0,42.63,Courrier,Facturation,TRUE,0,Conforme,10.0,VRAI
DOS50490,45074,AGT-08,6.5,FALSE,,16.06,Téléphone,Relevé compteur,FALSE,0,Conforme,,FAUX
DOS50491,45072,AGT-12,4.8,FAUX,5.0,27.94,Chat,Facturation,FALSE,0,Conforme,,VRAI
DOS50492,45011,AGT-08,3.3,FALSE,,40.23,Chat,Relevé compteur,TRUE,0,Conforme,7.0,VRAI
DOS50493,45121,AGT-25,6.7,VRAI,5.0,19.06,Courrier,Souscription contrat,TRUE,0,Conforme,6.0,FAUX
DOS50494,45177,AGT-08,5.4,FALSE,,46.24,Courrier,Facturation,TRUE,0,NC,5.0,FAUX
DOS50495,45168,AGT-03,6.7,TRUE,2.0,26.3,Chat,Facturation,TRUE,0,Non Conforme,10.0,VRAI
DOS50496,45272,AGT-08,4.9,FAUX,3.0,52.67,Chat,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50497,45177,AGT-03,10.4,FALSE,,44.15,Email,Déménagement,TRUE,0,Conforme,,FAUX
DOS50498,44973,AGT-11,2.0,TRUE,4.0,51.9,Chat,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50499,44999,AGT-03,10.1,TRUE,4.0,23.07,Courrier,Souscription contrat,FALSE,0,NC,,VRAI
DOS50500,44979,AGT-03,4.0,FAUX,5.0,22.46,Téléphone,Demande d'information,FALSE,0,,4.0,VRAI
DOS50501,44932,AGT-12,2.1,VRAI,,17.55,Téléphone,Demande d'information,FALSE,0,NC,,FAUX
DOS50502,44960,AGT-25,5.6,FAUX,5.0,49.04,Courrier,Souscription contrat,TRUE,0,Conforme,,VRAI
DOS50503,45277,AGT-11,7.4,FAUX,5.0,47.74,Courrier,Panne compteur,TRUE,0,Conforme,,FAUX
DOS50504,45194,AGT-19,6.0,FAUX,4.0,15.58,Courrier,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50505,45254,AGT-19,1.7,FALSE,5.0,51.36,Email,Déménagement,TRUE,0,Conforme,,VRAI
DOS50506,44939,AGT-12,1.9,TRUE,5.0,25.02,Chat,Résiliation,FALSE,0,Conforme,3.0,FAUX
DOS50507,45162,AGT-11,2.2,FALSE,3.0,31.81,Téléphone,Relevé compteur,FALSE,0,Conforme,,VRAI
DOS50508,45102,AGT-11,3.8,FALSE,4.0,46.4,Courrier,Relevé compteur,FALSE,1,Non Conforme,9.0,FAUX
DOS50509,45051,AGT-11,2.5,VRAI,4.0,47.87,Courrier,Facturation,FALSE,0,Conforme,6.0,VRAI
DOS50510,44961,AGT-12,4.6,FALSE,4.0,49.57,Chat,Déménagement,TRUE,0,Conforme,,FAUX
DOS50511,45113,AGT-03,1.4,VRAI,5.0,14.26,Courrier,Litige paiement,TRUE,0,,,FAUX
DOS50512,45050,AGT-25,4.7,TRUE,4.0,41.18,Email,Panne compteur,FALSE,0,Conforme,8.0,FAUX
DOS50513,44941,AGT-08,5.9,FALSE,,37.05,Téléphone,Changement d'offre,TRUE,0,Conforme,7.0,FAUX
DOS50514,44994,AGT-25,7.4,TRUE,4.0,16.37,Chat,Facturation,TRUE,0,Conforme,6.0,VRAI
DOS50515,45022,AGT-03,5.5,FALSE,4.0,26.92,Courrier,Litige paiement,FALSE,0,Conforme,8.0,FAUX
DOS50516,45253,AGT-07,7.9,FALSE,3.0,21.31,Courrier,Facturation,TRUE,0,NC,,FAUX
DOS50517,45171,AGT-25,5.5,TRUE,4.0,46.53,Email,Souscription contrat,TRUE,0,Conforme,4.0,VRAI
DOS50518,45078,AGT-12,2.7,FALSE,5.0,44.64,Chat,Changement d'offre,FALSE,0,Conforme,8.0,FAUX
DOS50519,45235,AGT-25,4.4,VRAI,3.0,15.91,Téléphone,Panne compteur,FALSE,0,Conforme,,VRAI
DOS50520,45058,AGT-07,3.7,TRUE,5.0,27.33,Chat,Souscription contrat,FALSE,1,Conforme,7.0,FAUX
DOS50521,45131,AGT-08,5.2,TRUE,4.0,37.85,Email,Résiliation,FALSE,0,Conforme,,FAUX
DOS50522,45040,AGT-03,1.0,FAUX,5.0,30.45,Chat,Facturation,TRUE,1,Conforme,7.0,VRAI
DOS50523,45202,AGT-11,7.7,FALSE,3.0,21.75,Chat,Réclamation,TRUE,0,,7.0,FAUX
DOS50524,45064,AGT-07,6.4,VRAI,,48.57,Téléphone,Litige paiement,TRUE,0,,6.0,VRAI
DOS50525,45249,AGT-12,5.1,FALSE,4.0,18.25,Téléphone,Souscription contrat,TRUE,0,Conforme,,FAUX
DOS50526,45235,AGT-19,10.2,VRAI,5.0,45.57,Chat,Demande d'information,FALSE,0,Conforme,,VRAI
DOS50527,45198,AGT-11,8.8,TRUE,5.0,25.53,Courrier,Réclamation,FALSE,0,Conforme,10.0,VRAI
DOS50528,45189,AGT-07,6.2,VRAI,,40.9,Téléphone,Litige paiement,TRUE,0,,,FAUX
DOS50529,45093,AGT-07,5.2,FAUX,4.0,18.61,Téléphone,Souscription contrat,FALSE,0,Conforme,9.0,VRAI
DOS50530,45067,AGT-12,4.6,VRAI,3.0,44.97,Courrier,Facturation,FALSE,0,NC,,FAUX
DOS50531,45205,AGT-19,4.4,FAUX,,24.7,Courrier,Déménagement,TRUE,0,Conforme,7.0,FAUX
DOS50532,45041,AGT-03,3.7,FAUX,4.0,30.15,Email,Litige paiement,FALSE,0,Non Conforme,4.0,VRAI
DOS50533,45203,AGT-12,3.7,VRAI,3.0,51.58,Chat,Déménagement,FALSE,0,Conforme,8.0,FAUX
DOS50534,45139,AGT-07,5.0,FAUX,4.0,29.67,Téléphone,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50535,45043,AGT-11,7.3,FAUX,3.0,35.87,Téléphone,Facturation,TRUE,0,Non Conforme,,FAUX
DOS50536,45250,AGT-11,4.9,VRAI,3.0,-33.14,Téléphone,Changement d'offre,FALSE,1,Conforme,8.0,FAUX
DOS50537,45205,AGT-11,2.4,FALSE,3.0,12.79,Email,Demande d'information,FALSE,0,Conforme,,FAUX
DOS50538,45096,AGT-19,4.5,FAUX,4.0,41.4,Chat,Résiliation,TRUE,0,Conforme,5.0,VRAI
DOS50539,45188,AGT-12,3.1,TRUE,5.0,21.82,Téléphone,Résiliation,TRUE,0,Conforme,9.0,FAUX
DOS50540,45180,AGT-07,8.3,VRAI,4.0,50.21,Courrier,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50541,45017,AGT-12,1.1,VRAI,4.0,26.02,Email,Changement d'offre,FALSE,0,Conforme,4.0,FAUX
DOS50542,45019,AGT-07,5.1,FAUX,4.0,44.11,Email,Litige paiement,FALSE,1,NC,10.0,FAUX
DOS50543,45237,AGT-07,3.0,FAUX,5.0,16.72,Chat,Panne compteur,FALSE,0,,,VRAI
DOS50544,45131,AGT-25,4.6,FAUX,,13.44,Téléphone,Panne compteur,FALSE,0,Conforme,6.0,FAUX
DOS50545,45262,AGT-19,5.1,VRAI,5.0,32.77,Téléphone,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50546,45285,AGT-03,6.8,FALSE,,-37.89,Téléphone,Panne compteur,FALSE,0,Non Conforme,8.0,VRAI
DOS50547,45023,AGT-12,4.2,FALSE,4.0,31.52,Chat,Demande d'information,FALSE,0,NC,,FAUX
DOS50548,45090,AGT-08,5.0,TRUE,,13.74,Chat,Relevé compteur,FALSE,0,NC,9.0,FAUX
DOS50549,45027,AGT-12,-0.0,TRUE,4.0,50.39,Email,Panne compteur,TRUE,0,Conforme,,VRAI
DOS50550,45129,AGT-03,7.7,VRAI,3.0,48.46,Email,Demande d'information,TRUE,0,Conforme,5.0,VRAI
DOS50551,45147,AGT-25,7.7,FALSE,5.0,44.33,Téléphone,Résiliation,FALSE,0,Conforme,,FAUX
DOS50552,45021,AGT-11,9.5,TRUE,3.0,41.6,Chat,Facturation,TRUE,0,NC,10.0,VRAI
DOS50553,45274,AGT-03,3.3,FAUX,5.0,34.05,Téléphone,Déménagement,TRUE,0,,6.0,VRAI
DOS50554,45214,AGT-25,9.6,VRAI,4.0,35.97,Courrier,Panne compteur,FALSE,0,Conforme,7.0,FAUX
DOS50555,45219,AGT-08,4.5,VRAI,3.0,39.69,Téléphone,Demande d'information,TRUE,1,Conforme,6.0,FAUX
DOS50556,44982,AGT-07,8.2,FAUX,4.0,39.64,Courrier,Demande d'information,TRUE,0,Conforme,,FAUX
DOS50557,45200,AGT-19,6.7,FAUX,5.0,34.35,Email,Résiliation,TRUE,1,NC,,VRAI
DOS50558,45222,AGT-11,4.1,TRUE,5.0,22.39,Chat,Changement d'offre,TRUE,0,Conforme,8.0,FAUX
DOS50559,44930,AGT-03,9.0,TRUE,4.0,12.06,Courrier,Panne compteur,FALSE,0,Conforme,,VRAI
DOS50560,44953,AGT-11,9.3,FAUX,2.0,53.8,Courrier,Panne compteur,TRUE,0,Conforme,,FAUX
DOS50561,44956,AGT-03,7.9,FAUX,4.0,27.54,Téléphone,Réclamation,TRUE,0,NC,6.0,VRAI
DOS50562,45026,AGT-03,2.7,TRUE,,-15.03,Chat,Résiliation,TRUE,0,Conforme,10.0,VRAI
DOS50563,45125,AGT-08,4.3,FAUX,5.0,45.23,Email,Réclamation,TRUE,0,Non Conforme,7.0,VRAI
DOS50564,45073,AGT-11,6.4,FAUX,2.0,41.57,Courrier,Résiliation,FALSE,0,Conforme,,FAUX
DOS50565,45249,AGT-03,2.3,FALSE,3.0,32.26,Courrier,Réclamation,FALSE,0,Conforme,10.0,VRAI
DOS50566,45159,AGT-25,4.9,FAUX,4.0,24.25,Téléphone,Réclamation,TRUE,0,Non Conforme,,VRAI
DOS50567,45087,AGT-12,7.3,VRAI,3.0,50.53,Email,Demande d'information,TRUE,0,NC,,FAUX
DOS50568,45171,AGT-11,4.9,FALSE,5.0,13.12,Email,Changement d'offre,TRUE,0,Conforme,,FAUX
DOS50569,45167,AGT-12,5.5,FALSE,5.0,15.87,Chat,Litige paiement,FALSE,0,Non Conforme,7.0,VRAI
DOS50570,45006,AGT-25,1.1,VRAI,,50.21,Chat,Facturation,TRUE,0,Conforme,5.0,FAUX
DOS50571,45136,AGT-25,7.1,FALSE,4.0,31.48,Téléphone,Relevé compteur,FALSE,0,Conforme,9.0,VRAI
DOS50572,45230,AGT-11,6.0,FALSE,1.0,48.53,Chat,Litige paiement,TRUE,0,Conforme,4.0,FAUX
DOS50573,45259,AGT-11,4.9,TRUE,4.0,48.28,Chat,Facturation,TRUE,0,Conforme,9.0,VRAI
DOS50574,45278,AGT-07,8.2,TRUE,4.0,19.71,Courrier,Souscription contrat,FALSE,0,Conforme,,FAUX
DOS50575,45026,AGT-08,5.3,FALSE,,36.65,Chat,Facturation,FALSE,0,Conforme,,FAUX
DOS50576,45210,AGT-12,5.1,VRAI,2.0,13.71,Courrier,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50577,45000,AGT-03,8.1,FAUX,4.0,44.81,Téléphone,Relevé compteur,FALSE,0,Conforme,,FAUX
DOS50578,45121,AGT-08,6.1,FALSE,2.0,15.68,Chat,Panne compteur,TRUE,0,Conforme,5.0,FAUX
DOS50579,45105,AGT-07,3.0,FAUX,5.0,52.72,Email,Déménagement,FALSE,0,Conforme,,FAUX
DOS50580,45143,AGT-25,3.3,VRAI,,17.55,Chat,Changement d'offre,TRUE,0,Conforme,8.0,FAUX
DOS50581,44966,AGT-03,3.7,FAUX,,52.68,Téléphone,Litige paiement,FALSE,0,Conforme,8.0,VRAI
DOS50582,45041,AGT-19,7.2,FAUX,3.0,33.47,Courrier,Facturation,FALSE,0,Conforme,6.0,VRAI
DOS50583,45110,AGT-07,7.0,FAUX,,32.41,Téléphone,Changement d'offre,TRUE,1,,3.0,VRAI
DOS50584,45015,AGT-12,5.5,TRUE,5.0,22.62,Téléphone,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50585,45179,AGT-07,3.3,FAUX,5.0,54.02,Téléphone,Facturation,TRUE,0,Conforme,7.0,FAUX
DOS50586,44945,AGT-11,4.4,TRUE,2.0,18.51,Téléphone,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50587,45276,AGT-11,7.9,VRAI,,45.77,Téléphone,Changement d'offre,FALSE,0,Conforme,,FAUX
DOS50588,45056,AGT-25,4.8,TRUE,,21.1,Email,Panne compteur,TRUE,0,Conforme,7.0,VRAI
DOS50589,45157,AGT-25,4.7,FALSE,4.0,35.95,Chat,Résiliation,TRUE,0,Conforme,6.0,FAUX
DOS50590,45189,AGT-03,3.9,FALSE,,15.64,Chat,Litige paiement,FALSE,0,Non Conforme,,VRAI
DOS50591,45008,AGT-07,7.3,FAUX,4.0,31.98,Chat,Réclamation,TRUE,0,Conforme,4.0,FAUX
DOS50592,45106,AGT-07,3.6,FAUX,,21.46,Email,Relevé compteur,TRUE,0,Non Conforme,6.0,FAUX
DOS50593,45043,AGT-11,6.6,TRUE,2.0,52.73,Téléphone,Souscription contrat,FALSE,0,Conforme,9.0,VRAI
DOS50594,45285,AGT-03,4.2,FAUX,1.0,21.12,Courrier,Changement d'offre,FALSE,0,NC,,VRAI
DOS50595,45259,AGT-19,6.2,FALSE,3.0,26.63,Chat,Déménagement,TRUE,1,Conforme,8.0,FAUX
DOS50596,45093,AGT-19,5.7,FAUX,2.0,45.93,Email,Relevé compteur,FALSE,0,Conforme,0.0,FAUX
DOS50597,45219,AGT-03,5.0,FAUX,5.0,43.13,Email,Litige paiement,FALSE,0,Conforme,6.0,VRAI
DOS50598,45258,AGT-25,4.5,TRUE,1.0,49.46,Téléphone,Relevé compteur,FALSE,0,Conforme,3.0,VRAI
DOS50599,45012,AGT-08,5.9,TRUE,,23.71,Chat,Relevé compteur,FALSE,1,NC,,FAUX
DOS50600,45056,AGT-12,5.7,VRAI,4.0,40.11,Chat,Relevé compteur,TRUE,0,Conforme,7.0,VRAI
DOS50601,45168,AGT-19,4.0,FAUX,4.0,16.08,Chat,Changement d'offre,FALSE,0,Conforme,,VRAI
DOS50602,45271,AGT-11,7.5,FALSE,5.0,21.16,Courrier,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50603,45228,AGT-25,7.0,FAUX,,15.39,Téléphone,Résiliation,FALSE,0,Conforme,3.0,FAUX
DOS50604,45264,AGT-11,3.3,FALSE,4.0,22.09,Courrier,Litige paiement,TRUE,0,Conforme,,FAUX
DOS50605,45285,AGT-25,3.5,FAUX,4.0,20.29,Chat,Résiliation,FALSE,1,Conforme,4.0,VRAI
DOS50606,45108,AGT-07,1.6,FALSE,,47.27,Courrier,Souscription contrat,FALSE,0,Conforme,,FAUX
DOS50607,45026,AGT-12,6.8,TRUE,5.0,19.91,Chat,Résiliation,TRUE,0,,8.0,FAUX
DOS50608,45244,AGT-07,4.6,FALSE,5.0,32.71,Téléphone,Facturation,TRUE,0,Conforme,5.0,FAUX
DOS50609,45183,AGT-08,5.2,FALSE,1.0,14.4,Courrier,Réclamation,TRUE,0,Conforme,6.0,FAUX
DOS50610,45199,AGT-07,3.5,VRAI,4.0,37.48,Courrier,Panne compteur,FALSE,1,NC,6.0,FAUX
DOS50611,45072,AGT-25,5.2,VRAI,5.0,44.63,Téléphone,Panne compteur,FALSE,0,Conforme,,VRAI
DOS50612,44987,AGT-07,5.8,FAUX,5.0,47.01,Téléphone,Litige paiement,TRUE,0,Non Conforme,9.0,FAUX
DOS50613,45001,AGT-11,2.6,TRUE,3.0,45.03,Téléphone,Réclamation,TRUE,0,Conforme,6.0,FAUX
DOS50614,45122,AGT-12,5.7,TRUE,4.0,52.32,Email,Résiliation,FALSE,0,Conforme,2.0,VRAI
DOS50615,45131,AGT-07,5.6,TRUE,,29.44,Téléphone,Réclamation,TRUE,1,NC,,VRAI
DOS50616,45126,AGT-07,8.0,VRAI,4.0,41.98,Email,Facturation,TRUE,0,Conforme,8.0,FAUX
DOS50617,44965,AGT-08,5.9,TRUE,4.0,54.81,Email,Facturation,FALSE,0,NC,7.0,VRAI
DOS50618,44966,AGT-08,3.3,VRAI,4.0,21.57,Email,Relevé compteur,TRUE,0,Conforme,7.0,FAUX
DOS50619,44965,AGT-11,3.4,VRAI,4.0,42.49,Courrier,Panne compteur,TRUE,0,Conforme,,FAUX
DOS50620,45020,AGT-07,5.6,FAUX,,41.82,Chat,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50621,45097,AGT-08,4.5,FALSE,4.0,22.78,Téléphone,Changement d'offre,FALSE,0,,,VRAI
DOS50622,45216,AGT-08,6.6,VRAI,,44.77,Email,Demande d'information,FALSE,0,Conforme,,FAUX
DOS50623,45147,AGT-19,2.5,VRAI,5.0,49.69,Chat,Résiliation,FALSE,0,,,FAUX
DOS50624,44965,AGT-12,6.9,VRAI,5.0,46.77,Email,Changement d'offre,TRUE,0,Conforme,2.0,FAUX
DOS50625,45261,AGT-12,5.5,TRUE,5.0,50.47,Courrier,Litige paiement,TRUE,0,NC,10.0,VRAI
DOS50626,45281,AGT-11,8.1,VRAI,4.0,17.47,Email,Litige paiement,TRUE,0,Conforme,10.0,VRAI
DOS50627,44972,AGT-19,4.9,TRUE,4.0,29.03,Téléphone,Litige paiement,FALSE,0,Conforme,8.0,VRAI
DOS50628,45079,AGT-19,3.3,VRAI,5.0,17.3,Téléphone,Changement d'offre,FALSE,0,Conforme,9.0,VRAI
DOS50629,45022,AGT-25,3.2,FAUX,5.0,46.65,Téléphone,Déménagement,FALSE,0,Conforme,9.0,FAUX
DOS50630,45246,AGT-07,5.9,VRAI,5.0,22.93,Courrier,Litige paiement,TRUE,0,NC,,FAUX
DOS50631,44947,AGT-12,2.8,VRAI,3.0,23.14,Chat,Litige paiement,TRUE,0,Conforme,0.0,FAUX
DOS50632,45188,AGT-25,9.5,VRAI,5.0,17.22,Téléphone,Litige paiement,TRUE,0,Non Conforme,,VRAI
DOS50633,45095,AGT-12,4.9,FALSE,4.0,19.55,Chat,Déménagement,TRUE,0,,9.0,VRAI
DOS50634,45269,AGT-11,8.3,FAUX,4.0,22.39,Téléphone,Litige paiement,TRUE,0,Conforme,8.0,FAUX
DOS50635,44978,AGT-12,0.0,TRUE,4.0,33.09,Chat,Souscription contrat,TRUE,0,NC,7.0,VRAI
DOS50636,45027,AGT-25,0.4,FAUX,4.0,17.89,Email,Réclamation,TRUE,0,Conforme,,VRAI
DOS50637,45253,AGT-25,3.7,VRAI,,41.57,Courrier,Résiliation,TRUE,0,,6.0,FAUX
DOS50638,45157,AGT-11,6.0,VRAI,3.0,47.76,Courrier,Changement d'offre,TRUE,0,NC,,FAUX
DOS50639,45032,AGT-07,5.4,FALSE,5.0,31.93,Téléphone,Déménagement,FALSE,1,Conforme,,FAUX
DOS50640,45252,AGT-25,4.0,FAUX,2.0,34.02,Chat,Changement d'offre,FALSE,1,Conforme,,VRAI
DOS50641,45064,AGT-07,6.0,FAUX,5.0,24.0,Téléphone,Facturation,TRUE,0,Conforme,4.0,VRAI
DOS50642,45097,AGT-12,4.7,FALSE,5.0,17.63,Courrier,Litige paiement,FALSE,0,Conforme,8.0,FAUX
DOS50643,45038,AGT-19,2.8,VRAI,4.0,42.06,Téléphone,Réclamation,FALSE,0,Non Conforme,,FAUX
DOS50644,45073,AGT-03,8.7,VRAI,5.0,18.29,Courrier,Changement d'offre,FALSE,0,Conforme,,VRAI
DOS50645,45082,AGT-08,0.3,FAUX,5.0,18.01,Email,Panne compteur,TRUE,0,NC,,FAUX
DOS50646,45054,AGT-12,5.7,VRAI,5.0,16.14,Téléphone,Changement d'offre,FALSE,0,,,FAUX
DOS50647,44977,AGT-07,5.3,FALSE,,24.29,Email,Relevé compteur,TRUE,0,Conforme,,VRAI
DOS50648,45275,AGT-11,5.3,FALSE,1.0,29.56,Téléphone,Réclamation,FALSE,0,Non Conforme,,FAUX
DOS50649,45083,AGT-11,7.3,TRUE,4.0,25.32,Courrier,Demande d'information,TRUE,1,NC,,VRAI
DOS50650,45278,AGT-19,3.1,FALSE,2.0,50.05,Chat,Panne compteur,FALSE,0,Conforme,7.0,FAUX
DOS50651,45199,AGT-19,3.0,VRAI,5.0,43.12,Chat,Relevé compteur,TRUE,0,Non Conforme,,VRAI
DOS50652,45190,AGT-25,7.3,FAUX,,23.06,Courrier,Réclamation,TRUE,1,Non Conforme,,VRAI
DOS50653,45046,AGT-08,6.4,VRAI,3.0,38.58,Courrier,Changement d'offre,FALSE,1,Conforme,9.0,VRAI
DOS50654,45194,AGT-19,8.2,FAUX,3.0,25.3,Email,Réclamation,TRUE,0,Conforme,,VRAI
DOS50655,44969,AGT-03,4.8,FAUX,3.0,39.66,Chat,Réclamation,TRUE,1,,,FAUX
DOS50656,44987,AGT-25,4.7,VRAI,1.0,14.86,Chat,Réclamation,FALSE,0,Conforme,,FAUX
DOS50657,45253,AGT-25,7.1,VRAI,3.0,34.19,Courrier,Souscription contrat,FALSE,0,Conforme,8.0,FAUX
DOS50658,44932,AGT-19,7.8,VRAI,4.0,52.89,Email,Changement d'offre,FALSE,0,Conforme,8.0,FAUX
DOS50659,45200,AGT-11,2.9,FALSE,1.0,-32.88,Téléphone,Déménagement,TRUE,1,NC,10.0,FAUX
DOS50660,45033,AGT-08,9.4,FALSE,3.0,16.45,Courrier,Litige paiement,FALSE,0,,,VRAI
DOS50661,44997,AGT-07,4.3,VRAI,5.0,22.9,Courrier,Panne compteur,FALSE,0,Conforme,8.0,FAUX
DOS50662,45100,AGT-25,5.7,FALSE,5.0,12.58,Courrier,Panne compteur,TRUE,0,NC,,FAUX
DOS50663,45059,AGT-11,6.4,FALSE,,20.8,Courrier,Résiliation,FALSE,0,,,VRAI
DOS50664,44963,AGT-08,7.4,TRUE,5.0,48.11,Chat,Facturation,TRUE,0,Conforme,4.0,FAUX
DOS50665,45006,AGT-11,6.7,FALSE,5.0,24.56,Courrier,Panne compteur,FALSE,0,,7.0,FAUX
DOS50666,45210,AGT-11,0.0,FAUX,2.0,41.95,Email,Panne compteur,FALSE,0,Conforme,6.0,VRAI
DOS50667,45032,AGT-07,6.7,FALSE,5.0,37.66,Email,Réclamation,FALSE,0,,,FAUX
DOS50668,45026,AGT-08,4.5,TRUE,5.0,46.99,Courrier,Résiliation,FALSE,0,Conforme,,FAUX
DOS50669,45231,AGT-08,4.1,TRUE,3.0,38.6,Téléphone,Souscription contrat,FALSE,0,Conforme,,VRAI
DOS50670,45225,AGT-25,5.3,FALSE,4.0,28.21,Courrier,Réclamation,TRUE,0,Conforme,8.0,FAUX
