N_Contact,Date,Agent_ID,Handling_Time_Sec,Status,Rating,Billed_Amount,Channel,Topic,Handled,Repeat_Call,Compliance,NPS_Score,Complaint
CNT-71062,04/29/2023,102,168,Pending,,39.11,Email,Changement d'offre,Yes,No,Compliant,9.0,No
CNT-71063,11/30/2023,108,391,Pending,,47.56,Email,Changement d'offre,No,No,Compliant,1.0,No
CNT-71064,09/10/2023,103,232,resolved,2.0,,Chat,Relevé compteur,Yes,No,Compliant,,No
CNT-71065,03/02/2023,103,201,resolved,4.0,28.0,Social Media,Litige paiement,No,Yes,Non-compliant,,No
CNT-71066,02/10/2023,107,574,Resolved,4.0,21.33,Social Media,Relevé compteur,No,No,Compliant,7.0,No
CNT-71067,03/17/2023,109,245,Resolved,4.0,36.36,Social Media,Souscription contrat,Yes,No,Compliant,10.0,No
CNT-71068,06/10/2023,105,359,Resolved,4.0,13.66,Chat,Changement d'offre,Yes,No,N/A,10.0,No
CNT-71069,04/27/2023,107,445,Unresolved,5.0,,Social Media,Résiliation,Yes,No,Compliant,8.0,No
CNT-71070,10/18/2023,102,40,resolved,5.0,29.13,phone,Résiliation,Yes,No,Compliant,10.0,No
CNT-71071,10/26/2023,104,N/A,Unresolved,4.0,46.8,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71072,12/28/2023,106,226,Resolved,5.0,26.99,Social Media,Demande d'information,Yes,No,Compliant,,No
CNT-71073,03/07/2023,107,258,Pending,2.0,42.65,Chat,Changement d'offre,No,No,Compliant,9.0,No
CNT-71074,09/01/2023,109,267,Resolved,5.0,19.24,Email,Litige paiement,Yes,No,Non-compliant,8.0,No
CNT-71075,07/11/2023,105,411,Resolved,,28.07,Email,Demande d'information,Yes,Yes,Compliant,7.0,No
CNT-71076,05/29/2023,107,396,resolved,5.0,29.15,Chat,Litige paiement,Yes,No,Compliant,9.0,No
CNT-71077,08/23/2023,105,361,Unresolved,5.0,,Chat,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71078,05/16/2023,108,370,Resolved,5.0,29.29,Phone,Demande d'information,Yes,No,Non-compliant,6.0,No
CNT-71079,05/20/2023,107,208,resolved,5.0,49.78,phone,Litige paiement,No,No,Compliant,,No
CNT-71080,09/24/2023,108,185,Pending,5.0,36.99,Chat,Réclamation,Yes,No,Non-compliant,4.0,No
CNT-71081,09/04/2023,102,252,Pending,3.0,10.91,Email,Relevé compteur,Yes,No,Compliant,,No
CNT-71082,02/01/2023,105,185,Pending,5.0,39.32,Phone,Changement d'offre,Yes,Yes,Compliant,6.0,No
CNT-71083,11/07/2023,102,132,Resolved,4.0,29.26,Email,Litige paiement,Yes,No,Compliant,,No
CNT-71084,04/02/2023,103,268,Pending,5.0,25.87,phone,Réclamation,No,No,Compliant,9.0,No
CNT-71085,07/02/2023,103,226,Resolved,3.0,46.8,phone,Résiliation,,No,Compliant,10.0,No
CNT-71086,08/26/2023,103,446,Resolved,5.0,17.97,Chat,Souscription contrat,Yes,No,Compliant,10.0,Yes
CNT-71087,01/15/2023,107,259,Resolved,5.0,40.2,Social Media,Facturation,Yes,No,N/A,7.0,No
CNT-71088,12/16/2023,104,310,Unresolved,3.0,10.39,Chat,Résiliation,Yes,No,Compliant,,No
CNT-71089,09/02/2023,104,287,Pending,5.0,27.35,Email,Facturation,Yes,Yes,Compliant,6.0,Yes
CNT-71090,07/11/2023,101,196,resolved,5.0,25.83,Phone,Facturation,Yes,No,Compliant,,No
CNT-71091,01/08/2023,107,288,resolved,,47.63,phone,Changement d'offre,Yes,No,Compliant,1.0,No
CNT-71092,02/01/2023,104,288,Resolved,3.0,11.33,Chat,Réclamation,Yes,No,Non-compliant,9.0,No
CNT-71093,08/26/2023,106,256,resolved,2.0,38.43,Social Media,Résiliation,No,No,Non-compliant,,No
CNT-71094,08/03/2023,107,261,resolved,,48.8,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71095,07/08/2023,103,529,Pending,4.0,14.32,Chat,Facturation,Yes,No,Compliant,,No
CNT-71096,09/24/2023,108,291,resolved,,19.62,Social Media,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71097,06/05/2023,102,324,Pending,,45.97,Email,Relevé compteur,Yes,No,N/A,8.0,No
CNT-71098,09/26/2023,101,389,Pending,5.0,24.94,Phone,Réclamation,No,No,Compliant,10.0,No
CNT-71099,01/03/2023,108,230,Pending,5.0,43.89,phone,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71100,12/18/2023,104,164,Resolved,4.0,35.64,phone,Demande d'information,Yes,No,Compliant,,No
CNT-71101,08/07/2023,102,296,Unresolved,5.0,16.85,Chat,Souscription contrat,,No,Compliant,6.0,No
CNT-71102,07/26/2023,101,140,resolved,5.0,9.9,phone,Demande d'information,Yes,Yes,N/A,7.0,No
CNT-71103,01/16/2023,101,228,Pending,4.0,17.69,Phone,Déménagement,Yes,No,Compliant,10.0,Yes
CNT-71104,02/09/2023,104,116,Resolved,4.0,29.56,Email,Réclamation,Yes,No,Compliant,8.0,No
CNT-71105,06/17/2023,108,542,resolved,4.0,19.16,Phone,Panne compteur,No,No,Non-compliant,,No
CNT-71106,09/03/2023,104,374,resolved,3.0,23.68,Email,Litige paiement,Yes,No,Compliant,9.0,No
CNT-71107,11/08/2023,108,363,Resolved,5.0,,phone,Relevé compteur,Yes,No,Compliant,6.0,No
CNT-71108,07/07/2023,104,291,Unresolved,4.0,38.23,Social Media,Demande d'information,Yes,No,Compliant,,No
CNT-71109,03/28/2023,107,344,Pending,,20.37,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71110,01/22/2023,108,246,Unresolved,5.0,24.34,Chat,Panne compteur,,Yes,Non-compliant,10.0,Yes
CNT-71111,10/29/2023,103,271,Unresolved,4.0,36.11,Social Media,Panne compteur,Yes,No,Compliant,4.0,No
CNT-71112,12/24/2023,103,351,Unresolved,5.0,14.75,Phone,Litige paiement,Yes,No,Compliant,,No
CNT-71113,06/18/2023,101,298,Unresolved,5.0,26.63,Chat,Réclamation,Yes,No,Compliant,,Yes
CNT-71114,06/28/2023,103,237,Pending,4.0,9.62,Chat,Facturation,Yes,Yes,Compliant,9.0,No
CNT-71115,04/23/2023,106,178,Unresolved,5.0,45.83,Chat,Résiliation,Yes,No,Non-compliant,8.0,No
CNT-71116,06/27/2023,109,378,Pending,3.0,11.46,Email,Relevé compteur,Yes,No,Compliant,2.0,No
CNT-71117,05/24/2023,107,269,Pending,4.0,18.33,Phone,Réclamation,Yes,Yes,Compliant,8.0,No
CNT-71118,09/29/2023,106,192,Unresolved,3.0,41.92,Email,Panne compteur,Yes,No,Compliant,4.0,No
CNT-71119,04/19/2023,108,116,resolved,,24.85,phone,Demande d'information,Yes,No,Non-compliant,,No
CNT-71120,01/03/2023,109,271,Pending,5.0,27.24,Phone,Litige paiement,Yes,No,Compliant,7.0,Yes
CNT-71121,04/05/2023,105,241,Unresolved,5.0,38.77,Email,Souscription contrat,Yes,No,Compliant,9.0,No
CNT-71122,08/02/2023,103,179,Unresolved,5.0,14.86,phone,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71123,03/22/2023,105,N/A,Resolved,5.0,39.97,Email,Litige paiement,Yes,No,Non-compliant,,Yes
CNT-71124,11/04/2023,104,180,resolved,4.0,12.17,Social Media,Relevé compteur,Yes,No,Compliant,,No
CNT-71125,10/22/2023,104,404,resolved,4.0,9.5,Social Media,Changement d'offre,Yes,No,Compliant,10.0,No
CNT-71126,02/28/2023,103,216,resolved,4.0,13.98,Phone,Réclamation,No,No,Compliant,8.0,No
CNT-71127,08/02/2023,104,114,Unresolved,4.0,13.28,phone,Souscription contrat,Yes,No,Compliant,2.0,No
CNT-71128,08/21/2023,103,279,resolved,4.0,47.31,Chat,Relevé compteur,No,No,Compliant,7.0,No
CNT-71129,03/02/2023,108,349,Resolved,,23.18,Social Media,Panne compteur,Yes,No,Compliant,,No
CNT-71130,08/09/2023,109,155,Resolved,5.0,34.35,Email,Résiliation,Yes,No,Compliant,6.0,No
CNT-71131,07/15/2023,108,322,Pending,5.0,14.31,Social Media,Souscription contrat,Yes,Yes,N/A,,No
CNT-71132,10/13/2023,104,336,Pending,3.0,22.69,Social Media,Déménagement,Yes,No,Compliant,,No
CNT-71133,06/20/2023,105,269,Resolved,5.0,22.44,Chat,Relevé compteur,Yes,No,Compliant,9.0,No
CNT-71134,11/21/2023,102,419,Resolved,4.0,32.2,Social Media,Déménagement,Yes,No,Compliant,7.0,No
CNT-71135,11/14/2023,107,183,Unresolved,5.0,46.94,Social Media,Changement d'offre,No,No,N/A,,No
CNT-71136,05/05/2023,101,159,Resolved,3.0,29.93,Email,Déménagement,No,No,Compliant,6.0,No
CNT-71137,09/23/2023,102,206,Resolved,,29.71,Email,Panne compteur,Yes,No,Compliant,7.0,No
CNT-71138,08/05/2023,103,N/A,Unresolved,,25.73,Chat,Réclamation,Yes,No,Compliant,7.0,No
CNT-71139,10/28/2023,103,221,Pending,4.0,25.76,Social Media,Litige paiement,yes,No,Compliant,,No
CNT-71140,06/06/2023,103,174,Unresolved,3.0,9.18,Email,Panne compteur,Yes,No,N/A,0.0,No
CNT-71141,06/04/2023,101,215,Pending,4.0,48.78,Social Media,Souscription contrat,No,No,N/A,,No
CNT-71142,06/29/2023,108,257,resolved,5.0,49.8,Social Media,Litige paiement,Yes,No,Non-compliant,10.0,No
CNT-71143,09/01/2023,103,329,Unresolved,5.0,,Chat,Souscription contrat,Yes,No,N/A,9.0,No
CNT-71144,04/09/2023,102,209,Resolved,4.0,13.83,Email,Résiliation,No,No,Compliant,,No
CNT-71145,01/24/2023,105,280,Pending,4.0,46.56,Phone,Litige paiement,Yes,No,Compliant,6.0,No
CNT-71146,04/16/2023,106,364,Resolved,5.0,45.83,phone,Souscription contrat,Yes,No,Compliant,9.0,No
CNT-71147,05/15/2023,109,299,Pending,,,Social Media,Relevé compteur,Yes,No,Compliant,9.0,No
CNT-71148,03/17/2023,104,198,Pending,4.0,16.72,Chat,Relevé compteur,Yes,No,Compliant,,No
CNT-71149,06/16/2023,109,252,resolved,,11.73,Chat,Réclamation,Yes,No,Compliant,5.0,No
CNT-71150,03/22/2023,104,223,Unresolved,4.0,13.85,Email,Facturation,Yes,No,N/A,,No
CNT-71151,12/19/2023,106,133,resolved,3.0,15.84,Social Media,Panne compteur,Yes,No,Compliant,10.0,No
CNT-71152,10/13/2023,101,62,Unresolved,4.0,28.17,Email,Réclamation,Yes,No,Compliant,6.0,No
CNT-71153,11/23/2023,107,193,Resolved,4.0,26.6,Email,Réclamation,,No,Non-compliant,,No
CNT-71154,01/18/2023,105,314,Pending,4.0,13.42,Email,Résiliation,Yes,No,Compliant,,No
CNT-71155,08/08/2023,103,278,Pending,4.0,13.07,Social Media,Réclamation,No,No,Compliant,6.0,No
CNT-71156,08/11/2023,107,262,Resolved,4.0,40.42,Phone,Panne compteur,Yes,No,Non-compliant,8.0,No
CNT-71157,02/27/2023,106,378,Pending,,17.83,Phone,Réclamation,Yes,No,Compliant,5.0,No
CNT-71158,04/21/2023,106,179,resolved,5.0,45.71,phone,Changement d'offre,Yes,Yes,Compliant,,No
CNT-71159,10/17/2023,101,287,Pending,4.0,41.49,phone,Litige paiement,Yes,No,N/A,,No
CNT-71160,01/31/2023,107,221,Unresolved,,18.12,Social Media,Souscription contrat,No,No,Compliant,,No
CNT-71161,08/12/2023,105,291,Pending,5.0,32.66,phone,Déménagement,Yes,No,Compliant,8.0,No
CNT-71162,01/24/2023,107,344,Resolved,,33.93,Email,Résiliation,Yes,No,N/A,1.0,No
CNT-71163,01/12/2023,108,136,Resolved,4.0,13.43,Phone,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71164,12/22/2023,108,319,Unresolved,5.0,15.61,phone,Panne compteur,Yes,Yes,Non-compliant,,No
CNT-71165,08/31/2023,106,282,Unresolved,4.0,33.48,Phone,Souscription contrat,Yes,No,N/A,9.0,Yes
CNT-71166,01/02/2023,109,207,Unresolved,4.0,20.77,Chat,Demande d'information,Yes,No,Compliant,6.0,No
CNT-71167,07/27/2023,106,54,resolved,3.0,23.52,Chat,Litige paiement,Yes,No,Compliant,9.0,No
CNT-71168,04/18/2023,101,261,Unresolved,,24.73,phone,Litige paiement,Yes,No,Compliant,,No
CNT-71169,02/17/2023,101,495,Pending,1.0,31.11,Email,Litige paiement,Yes,No,Compliant,8.0,No
CNT-71170,12/08/2023,106,108,Resolved,3.0,28.02,Chat,Résiliation,Yes,No,Compliant,,No
CNT-71171,01/15/2023,107,130,Pending,4.0,20.32,Phone,Relevé compteur,No,No,N/A,5.0,No
CNT-71172,02/19/2023,106,282,Pending,3.0,43.55,phone,Facturation,Yes,No,Compliant,8.0,No
CNT-71173,03/20/2023,108,130,Resolved,5.0,15.27,Email,Panne compteur,yes,Yes,Compliant,,No
CNT-71174,11/06/2023,102,329,Pending,4.0,27.26,Phone,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71175,04/22/2023,102,275,Pending,4.0,,Email,Déménagement,Yes,Yes,Compliant,10.0,No
CNT-71176,04/14/2023,107,328,resolved,2.0,24.5,Social Media,Résiliation,Yes,No,Compliant,5.0,No
CNT-71177,06/07/2023,101,131,Resolved,5.0,34.68,phone,Relevé compteur,yes,No,Compliant,6.0,No
CNT-71178,05/26/2023,104,351,Resolved,5.0,20.31,Phone,Déménagement,Yes,No,Compliant,0.0,No
CNT-71179,05/02/2023,108,108,Resolved,4.0,11.09,Chat,Souscription contrat,No,No,Compliant,9.0,No
CNT-71180,02/18/2023,101,320,Pending,5.0,14.16,Phone,Litige paiement,Yes,No,Compliant,,No
CNT-71181,01/01/2023,107,446,resolved,5.0,16.76,Email,Panne compteur,Yes,No,Compliant,3.0,No
CNT-71182,12/01/2023,101,321,Resolved,3.0,16.09,Phone,Déménagement,Yes,No,Compliant,10.0,No
CNT-71183,08/29/2023,107,227,Resolved,4.0,46.84,Social Media,Déménagement,Yes,No,Compliant,5.0,No
CNT-71184,11/03/2023,108,441,Resolved,5.0,13.52,Email,Réclamation,Yes,No,Non-compliant,9.0,No
CNT-71185,06/20/2023,101,279,Resolved,,20.03,Social Media,Résiliation,Yes,Yes,Compliant,,No
CNT-71186,07/05/2023,102,166,resolved,5.0,14.29,Email,Facturation,Yes,No,N/A,8.0,No
CNT-71187,06/20/2023,105,197,resolved,4.0,18.56,Email,Réclamation,Yes,No,Compliant,,No
CNT-71188,11/27/2023,103,194,Pending,4.0,31.7,Social Media,Facturation,Yes,No,Non-compliant,,No
CNT-71189,11/05/2023,101,469,Resolved,3.0,14.02,Chat,Facturation,Yes,No,Non-compliant,7.0,No
CNT-71190,07/23/2023,106,319,resolved,4.0,9.89,Social Media,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-71191,12/08/2023,103,323,resolved,5.0,24.72,Social Media,Facturation,Yes,No,Compliant,7.0,Yes
CNT-71192,03/28/2023,109,N/A,resolved,4.0,18.69,phone,Relevé compteur,Yes,No,N/A,8.0,No
CNT-71193,05/29/2023,109,286,Resolved,4.0,27.71,Phone,Facturation,No,No,Compliant,6.0,No
CNT-71194,11/23/2023,109,213,Pending,,30.41,phone,Panne compteur,Yes,No,Non-compliant,,No
CNT-71195,01/03/2023,108,145,resolved,4.0,11.19,phone,Litige paiement,Yes,No,Non-compliant,6.0,No
CNT-71196,04/09/2023,104,295,resolved,,42.99,Email,Déménagement,No,No,Compliant,8.0,No
CNT-71197,09/22/2023,104,438,Resolved,1.0,20.14,Social Media,Relevé compteur,Yes,No,Compliant,,No
CNT-71198,02/18/2023,105,290,Pending,5.0,16.8,Phone,Déménagement,Yes,Yes,Compliant,8.0,No
CNT-71199,04/02/2023,107,389,Unresolved,5.0,36.76,phone,Souscription contrat,Yes,No,N/A,9.0,No
CNT-71200,10/29/2023,109,87,resolved,5.0,37.03,Social Media,Changement d'offre,No,No,Compliant,5.0,No
CNT-71201,01/23/2023,103,291,Unresolved,5.0,49.15,Chat,Relevé compteur,,No,Compliant,,No
CNT-71202,09/26/2023,102,207,Pending,5.0,31.22,phone,Réclamation,yes,No,Compliant,,No
CNT-71203,06/06/2023,105,161,resolved,5.0,15.98,Chat,Souscription contrat,Yes,No,Compliant,7.0,Yes
CNT-71204,06/07/2023,104,410,resolved,3.0,48.08,Email,Changement d'offre,Yes,No,Non-compliant,0.0,No
CNT-71205,11/18/2023,105,219,Unresolved,3.0,49.4,Chat,Réclamation,Yes,No,Compliant,10.0,No
CNT-71206,05/07/2023,101,319,Resolved,2.0,,Chat,Panne compteur,Yes,No,N/A,,No
CNT-71207,07/12/2023,108,249,Resolved,4.0,10.45,Chat,Souscription contrat,Yes,No,Compliant,5.0,No
CNT-71208,04/16/2023,102,335,resolved,4.0,19.23,phone,Résiliation,Yes,Yes,Compliant,9.0,No
CNT-71209,09/15/2023,105,389,resolved,5.0,29.8,Email,Souscription contrat,Yes,No,N/A,5.0,No
CNT-71210,11/08/2023,108,390,Resolved,5.0,,Chat,Panne compteur,Yes,Yes,Compliant,,No
CNT-71211,07/05/2023,103,112,Pending,2.0,15.51,Phone,Litige paiement,Yes,No,Compliant,9.0,Yes
CNT-71212,07/03/2023,104,176,Unresolved,4.0,29.63,phone,Résiliation,yes,No,Compliant,,No
CNT-71213,07/14/2023,107,208,Unresolved,3.0,,Phone,Panne compteur,Yes,No,Compliant,,No
CNT-71214,04/29/2023,108,128,Resolved,5.0,39.06,Social Media,Résiliation,Yes,No,Compliant,5.0,No
CNT-71215,11/15/2023,101,257,Pending,4.0,23.83,phone,Facturation,Yes,Yes,N/A,8.0,Yes
CNT-71216,08/14/2023,103,204,Pending,4.0,32.11,Email,Réclamation,Yes,Yes,Compliant,7.0,No
CNT-71217,03/31/2023,105,157,Unresolved,4.0,38.79,Social Media,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71218,06/21/2023,104,531,resolved,3.0,14.7,Chat,Changement d'offre,yes,No,Compliant,7.0,Yes
CNT-71219,07/08/2023,105,67,Pending,4.0,46.5,phone,Demande d'information,Yes,Yes,Compliant,9.0,No
CNT-71220,06/06/2023,103,280,Pending,5.0,9.72,Phone,Déménagement,Yes,No,Compliant,,No
CNT-71221,05/07/2023,106,308,Unresolved,4.0,31.02,Phone,Demande d'information,Yes,No,Compliant,8.0,No
CNT-71222,11/13/2023,102,384,resolved,,25.69,Chat,Résiliation,Yes,No,Compliant,6.0,No
CNT-71223,03/09/2023,101,306,Unresolved,4.0,22.11,Email,Souscription contrat,Yes,No,Compliant,,No
CNT-71224,05/29/2023,105,143,Pending,,23.64,phone,Souscription contrat,yes,No,Non-compliant,7.0,Yes
CNT-71225,06/13/2023,109,247,Resolved,4.0,44.16,Email,Déménagement,Yes,No,Compliant,8.0,No
CNT-71226,10/06/2023,106,234,Unresolved,,49.88,Chat,Souscription contrat,Yes,No,Compliant,,No
CNT-71227,01/15/2023,102,162,Resolved,4.0,16.11,Phone,Facturation,yes,No,Compliant,,No
CNT-71228,08/25/2023,106,336,resolved,4.0,40.48,Email,Demande d'information,Yes,Yes,Compliant,7.0,No
CNT-71229,07/18/2023,105,383,Resolved,3.0,29.27,Email,Souscription contrat,Yes,No,Compliant,10.0,No
CNT-71230,04/22/2023,106,205,Resolved,5.0,27.44,Chat,Demande d'information,No,No,Compliant,8.0,No
CNT-71231,12/19/2023,101,120,Resolved,4.0,46.78,Social Media,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-71232,04/05/2023,105,201,Unresolved,4.0,,Chat,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-71233,08/10/2023,109,267,resolved,2.0,25.72,Social Media,Demande d'information,Yes,No,N/A,7.0,No
CNT-71234,06/19/2023,107,306,Pending,3.0,33.57,Chat,Facturation,Yes,No,Compliant,9.0,No
CNT-71235,03/06/2023,103,251,Resolved,5.0,35.06,phone,Réclamation,Yes,No,Compliant,8.0,No
CNT-71236,10/07/2023,109,355,Unresolved,5.0,35.04,Chat,Panne compteur,Yes,No,Compliant,8.0,No
CNT-71237,10/31/2023,106,335,Unresolved,4.0,18.72,Phone,Déménagement,Yes,No,Non-compliant,10.0,No
CNT-71238,03/15/2023,104,297,Pending,3.0,39.42,phone,Panne compteur,Yes,No,Compliant,,No
CNT-71239,12/09/2023,103,320,Resolved,4.0,49.86,Chat,Demande d'information,Yes,No,Compliant,,No
CNT-71240,08/20/2023,109,309,Unresolved,2.0,48.01,phone,Facturation,,No,Compliant,10.0,No
CNT-71241,11/07/2023,106,305,Resolved,4.0,15.2,Chat,Réclamation,,No,Compliant,6.0,No
CNT-71242,06/06/2023,102,530,resolved,4.0,22.5,Phone,Panne compteur,Yes,Yes,Non-compliant,,No
CNT-71243,12/27/2023,102,252,resolved,3.0,43.42,Phone,Souscription contrat,No,No,Compliant,2.0,No
CNT-71244,05/12/2023,107,339,Pending,4.0,49.88,Phone,Déménagement,Yes,No,N/A,,No
CNT-71245,07/17/2023,108,353,Unresolved,2.0,19.63,Social Media,Résiliation,No,Yes,Compliant,8.0,No
CNT-71246,07/12/2023,102,296,resolved,5.0,21.83,Chat,Résiliation,Yes,No,Compliant,,No
CNT-71247,05/22/2023,108,426,Resolved,2.0,15.58,Email,Réclamation,Yes,Yes,Compliant,,No
CNT-71248,02/21/2023,106,281,Resolved,,42.82,Email,Souscription contrat,Yes,No,N/A,,No
CNT-71249,12/26/2023,109,348,Pending,5.0,,Social Media,Réclamation,Yes,No,Non-compliant,,No
CNT-71250,07/22/2023,103,111,resolved,5.0,22.84,Chat,Changement d'offre,yes,No,N/A,7.0,No
CNT-71251,12/03/2023,101,284,resolved,1.0,24.64,Chat,Réclamation,No,No,Compliant,3.0,No
CNT-71252,09/27/2023,108,259,Resolved,4.0,48.52,Social Media,Panne compteur,No,Yes,Compliant,,No
CNT-71253,05/29/2023,106,276,resolved,5.0,25.22,Social Media,Litige paiement,No,Yes,Compliant,7.0,Yes
CNT-71254,04/20/2023,102,180,Pending,3.0,20.74,Social Media,Panne compteur,Yes,Yes,Compliant,,Yes
CNT-71255,01/17/2023,108,268,Resolved,2.0,12.61,Social Media,Litige paiement,Yes,No,Compliant,,Yes
CNT-71256,04/13/2023,101,286,Unresolved,3.0,45.99,phone,Réclamation,Yes,Yes,N/A,,No
CNT-71257,02/19/2023,104,365,Unresolved,4.0,37.22,phone,Litige paiement,Yes,No,Compliant,,No
CNT-71258,07/02/2023,103,261,Unresolved,1.0,35.19,phone,Changement d'offre,Yes,No,Compliant,,No
CNT-71259,05/31/2023,109,308,Pending,5.0,32.63,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-71260,01/14/2023,102,381,Pending,4.0,35.43,Email,Demande d'information,Yes,No,Compliant,3.0,No
CNT-71261,11/19/2023,102,254,Resolved,4.0,41.85,phone,Litige paiement,Yes,No,Compliant,,Yes
CNT-71262,03/24/2023,106,199,Unresolved,4.0,35.66,phone,Panne compteur,Yes,No,Compliant,,No
CNT-71263,04/12/2023,103,316,Resolved,3.0,17.19,Social Media,Facturation,Yes,No,Compliant,10.0,No
CNT-71264,01/07/2023,109,435,Pending,4.0,49.89,Email,Réclamation,Yes,No,Non-compliant,7.0,No
CNT-71265,03/05/2023,101,342,resolved,5.0,10.25,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71266,04/27/2023,103,379,resolved,4.0,43.61,Chat,Déménagement,Yes,Yes,Compliant,6.0,No
CNT-71267,04/26/2023,109,222,Unresolved,4.0,39.22,Social Media,Facturation,Yes,No,Compliant,,No
CNT-71268,11/19/2023,104,229,Resolved,5.0,,Phone,Changement d'offre,Yes,No,Compliant,,Yes
CNT-71269,03/08/2023,109,328,Pending,5.0,12.61,Email,Litige paiement,Yes,No,Compliant,7.0,No
CNT-71270,08/02/2023,105,352,Resolved,5.0,22.93,Email,Souscription contrat,Yes,No,Compliant,10.0,No
CNT-71271,05/06/2023,105,366,resolved,5.0,24.58,Email,Réclamation,Yes,No,Compliant,,Yes
CNT-71272,05/05/2023,102,187,Pending,1.0,10.6,Phone,Litige paiement,Yes,Yes,Compliant,2.0,No
CNT-71273,01/25/2023,103,364,Pending,3.0,39.45,phone,Souscription contrat,No,No,Compliant,0.0,No
CNT-71274,07/02/2023,101,381,Pending,5.0,,Email,Litige paiement,Yes,No,Compliant,,No
CNT-71275,06/09/2023,105,167,Unresolved,5.0,38.01,Phone,Résiliation,Yes,Yes,Compliant,,No
CNT-71276,02/10/2023,102,411,resolved,4.0,32.82,Phone,Relevé compteur,Yes,No,Compliant,6.0,No
CNT-71277,03/21/2023,105,278,Unresolved,1.0,20.75,Social Media,Résiliation,Yes,No,Compliant,5.0,No
CNT-71278,06/03/2023,104,319,Unresolved,5.0,9.52,Email,Déménagement,Yes,No,Compliant,,No
CNT-71279,12/29/2023,101,415,Resolved,,45.97,Chat,Litige paiement,Yes,No,Compliant,,No
CNT-71280,02/07/2023,104,368,Resolved,4.0,45.19,Social Media,Panne compteur,Yes,No,Compliant,2.0,No
CNT-71281,10/27/2023,105,273,resolved,5.0,27.24,Chat,Déménagement,No,No,N/A,,No
CNT-71282,12/06/2023,105,-5,Unresolved,4.0,27.43,Email,Réclamation,Yes,No,Compliant,10.0,No
CNT-71283,05/31/2023,108,N/A,Unresolved,4.0,45.7,Email,Litige paiement,No,Yes,Compliant,,No
CNT-71284,08/08/2023,103,221,Unresolved,4.0,34.02,Chat,Déménagement,Yes,Yes,Compliant,7.0,No
CNT-71285,02/14/2023,109,289,Pending,4.0,49.83,Phone,Déménagement,Yes,No,Compliant,5.0,No
CNT-71286,05/29/2023,101,394,Unresolved,5.0,40.53,phone,Changement d'offre,yes,No,Non-compliant,,No
CNT-71287,04/28/2023,105,305,Pending,4.0,23.36,Email,Demande d'information,Yes,No,Non-compliant,,No
CNT-71288,03/06/2023,101,401,Pending,4.0,,phone,Litige paiement,Yes,No,N/A,8.0,No
CNT-71289,05/26/2023,102,179,Unresolved,5.0,29.5,Phone,Réclamation,Yes,No,Compliant,4.0,No
CNT-71290,05/25/2023,108,429,resolved,3.0,40.88,phone,Réclamation,Yes,No,Compliant,1.0,No
CNT-71291,08/10/2023,101,316,resolved,4.0,20.13,phone,Panne compteur,,No,Compliant,9.0,No
CNT-71292,03/01/2023,104,214,Pending,5.0,,Chat,Demande d'information,yes,No,Compliant,5.0,No
CNT-71293,07/20/2023,107,183,Unresolved,4.0,29.81,Phone,Déménagement,Yes,No,N/A,7.0,No
CNT-71294,10/29/2023,105,342,Resolved,4.0,11.19,Chat,Changement d'offre,Yes,No,N/A,8.0,No
CNT-71295,12/25/2023,108,70,resolved,5.0,29.9,Social Media,Panne compteur,Yes,No,Compliant,,No
CNT-71296,08/09/2023,104,317,Unresolved,,26.32,Social Media,Déménagement,Yes,No,Compliant,7.0,No
CNT-71297,11/05/2023,107,39,resolved,3.0,20.65,Email,Facturation,Yes,Yes,Non-compliant,7.0,No
CNT-71298,12/06/2023,109,311,Unresolved,1.0,31.09,Social Media,Réclamation,No,No,Compliant,,No
CNT-71299,03/27/2023,109,282,Resolved,4.0,44.93,Phone,Déménagement,Yes,Yes,Non-compliant,,No
CNT-71300,08/26/2023,103,N/A,Unresolved,4.0,27.74,Social Media,Facturation,Yes,No,Compliant,7.0,No
CNT-71301,05/24/2023,107,152,resolved,,9.33,phone,Facturation,Yes,No,Compliant,9.0,No
CNT-71302,01/14/2023,102,54,Resolved,4.0,36.46,Chat,Déménagement,Yes,No,Compliant,7.0,No
CNT-71303,07/23/2023,108,170,Unresolved,5.0,47.47,Chat,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-71304,02/26/2023,105,234,Pending,4.0,27.21,phone,Déménagement,Yes,No,N/A,7.0,No
CNT-71305,06/29/2023,106,199,Unresolved,,27.66,Social Media,Relevé compteur,Yes,No,Compliant,9.0,No
